,¿¬µµ,¿ù,¼øÀ§,ÆÀ¸í,°æ±â,ÅË¼Æ,Å¸À²,BABIP,º¼³Ý%,»ïÁø%,º¼/»ï,ISO,Å¸¼ö/È¨·±,OPS,RC,RC/27,wRC,SPD,wSB,µµ½Ç,wOBA,wRAA
370,2019,9,1,NC,20,764,0.269,0.298,7.2,15.3,0.47,0.142,33.80,0.743,94.96,4.80,88.34,5.96,3.55,0.333,-9.82,-
371,2019,9,2,µÎ»ê,19,758,0.276,0.306,8.6,11.5,0.75,0.061,134.00,0.677,83.25,4.34,73.63,5.81,3.96,0.312,-23.77,-
372,2019,9,3,Hero,15,572,0.250,0.302,7.9,18.4,0.43,0.073,72.57,0.646,54.84,3.65,49.14,4.28,2.61,0.300,-24.35,-
373,2019,9,4,ÇÑÈ­,21,804,0.269,0.327,7.7,19.0,0.40,0.082,79.78,0.684,86.44,4.19,79.86,4.61,2.14,0.315,-23.44,-
374,2019,9,5,LG,21,780,0.258,0.303,7.0,19.4,0.36,0.133,39.17,0.710,88.20,4.28,80.73,4.79,3.87,0.319,-19.49,-
375,2019,9,6,KT,18,670,0.272,0.317,7.8,18.4,0.42,0.124,40.20,0.730,82.20,4.77,75.48,5.64,3.84,0.329,-10.60,-
376,2019,9,7,KIA,20,723,0.253,0.300,6.2,17.4,0.36,0.080,83.38,0.640,64.94,3.31,58.24,3.99,2.03,0.294,-34.66,-
377,2019,9,8,SK,18,664,0.236,0.263,9.0,18.2,0.50,0.137,27.81,0.688,70.03,3.96,63.34,4.31,2.80,0.310,-21.98,-
378,2019,9,9,»ï¼º,23,852,0.235,0.275,8.4,20.1,0.42,0.133,36.24,0.674,86.30,3.78,76.45,4.80,2.74,0.304,-33.02,-
379,2019,9,10,·Ôµ¥,19,674,0.219,0.272,6.2,21.5,0.29,0.088,78.13,0.579,49.28,2.59,36.57,2.71,1.07,0.265,-50.02,-
380,2020,5,1,NC,23,934,0.296,0.332,8.8,17.8,0.49,0.186,23.26,0.853,150.85,6.69,144.51,5.91,3.23,0.376,24.50,-
381,2020,5,2,LG,23,895,0.294,0.333,9.2,16.9,0.54,0.174,30.38,0.834,134.84,6.08,133.03,5.87,3.35,0.369,18.03,-
382,2020,5,3,µÎ»ê,23,934,0.299,0.330,8.4,15.2,0.55,0.145,35.83,0.805,129.50,5.52,129.21,4.47,1.91,0.358,9.20,-
383,2020,5,4,KIA,24,953,0.276,0.315,9.6,16.9,0.57,0.135,36.39,0.763,124.18,5.21,120.03,4.06,2.42,0.344,-2.42,-
384,2020,5,5,Hero,24,949,0.268,0.311,10.3,18.6,0.55,0.151,34.50,0.770,128.75,5.47,120.79,5.78,3.39,0.346,-1.15,-
385,2020,5,6,·Ôµ¥,23,907,0.255,0.293,9.0,16.6,0.54,0.112,53.40,0.696,101.02,4.32,92.37,4.56,3.01,0.318,-24.17,-
386,2020,5,7,KT,23,931,0.306,0.351,7.6,17.5,0.44,0.164,33.28,0.831,144.30,6.30,137.02,6.80,3.05,0.367,17.40,-
387,2020,5,8,»ï¼º,24,905,0.251,0.284,9.4,17.7,0.53,0.142,35.82,0.721,104.74,4.44,97.04,5.27,3.30,0.324,-19.24,-
388,2020,5,9,SK,23,882,0.243,0.287,9.2,19.4,0.47,0.123,43.22,0.685,90.74,3.86,84.43,5.37,3.13,0.311,-28.89,-
389,2020,5,10,ÇÑÈ­,24,879,0.242,0.290,7.5,19.7,0.38,0.106,49.56,0.656,82.62,3.46,75.57,4.20,3.28,0.300,-37.37,-
390,2020,6,1,Hero,25,998,0.267,0.309,11.5,19.7,0.58,0.180,27.35,0.806,144.04,5.86,138.65,6.30,3.59,0.358,10.42,-
391,2020,6,2,»ï¼º,25,949,0.267,0.310,7.5,18.3,0.41,0.132,38.59,0.730,114.07,4.62,106.42,5.37,5.52,0.329,-15.52,-
392,2020,6,3,NC,24,960,0.290,0.320,8.3,17.0,0.49,0.196,23.53,0.848,148.99,6.27,146.23,5.46,2.88,0.373,22.88,-
393,2020,6,4,KIA,21,765,0.266,0.299,8.6,17.6,0.49,0.151,28.21,0.753,92.96,4.67,91.48,3.83,1.57,0.337,-6.81,-
394,2020,6,5,µÎ»ê,25,1021,0.290,0.319,9.9,14.8,0.67,0.157,32.93,0.814,149.39,5.99,144.85,4.83,2.48,0.362,13.67,-
395,2020,6,6,·Ôµ¥,23,905,0.286,0.323,8.4,15.4,0.55,0.129,40.45,0.765,118.43,5.18,112.12,5.19,3.85,0.342,-4.16,-
396,2020,6,7,LG,25,974,0.284,0.322,6.7,15.4,0.43,0.101,58.00,0.721,115.15,4.59,104.90,5.45,3.74,0.324,-20.25,-
397,2020,6,8,KT,25,988,0.272,0.319,9.3,19.9,0.47,0.153,29.00,0.772,133.65,5.40,124.35,5.04,3.74,0.344,-2.59,-
398,2020,6,9,SK,25,927,0.235,0.274,8.4,19.0,0.44,0.108,41.35,0.649,87.69,3.53,77.08,4.16,2.16,0.297,-42.03,-
399,2020,6,10,ÇÑÈ­,24,893,0.239,0.291,7.8,19.6,0.40,0.087,66.67,0.637,82.49,3.48,72.83,4.13,1.99,0.295,-41.90,-
400,2020,7,1,KT,14,571,0.316,0.376,9.5,19.8,0.48,0.154,29.94,0.851,91.54,6.64,89.80,4.83,2.49,0.379,16.43,-
401,2020,7,2,NC,14,560,0.274,0.304,6.8,16.1,0.42,0.158,31.69,0.761,72.81,5.04,67.04,6.17,2.39,0.337,-4.91,-
402,2020,7,3,KIA,15,593,0.290,0.317,8.8,15.0,0.58,0.166,27.26,0.822,88.62,6.14,85.73,4.25,0.96,0.365,9.54,-
403,2020,7,4,µÎ»ê,14,560,0.326,0.359,7.9,12.9,0.61,0.119,45.73,0.828,87.82,6.57,84.75,5.52,2.67,0.372,12.79,-
404,2020,7,5,»ï¼º,14,561,0.323,0.371,9.1,16.8,0.54,0.149,35.43,0.858,88.25,6.44,90.19,5.10,2.32,0.382,18.11,-
405,2020,7,6,·Ôµ¥,14,563,0.295,0.323,8.7,15.1,0.58,0.153,29.12,0.811,81.75,5.84,79.56,4.65,2.45,0.361,7.22,-
406,2020,7,7,Hero,15,595,0.290,0.329,10.8,17.3,0.62,0.154,30.47,0.813,87.36,5.99,85.66,5.15,2.66,0.364,9.21,-
407,2020,7,8,SK,15,575,0.263,0.300,8.2,18.4,0.44,0.123,30.18,0.716,64.77,4.31,61.01,4.32,1.94,0.322,-12.87,-
408,2020,7,9,ÇÑÈ­,15,564,0.237,0.284,10.3,18.1,0.57,0.091,71.00,0.646,51.76,3.44,47.68,3.24,1.75,0.299,-24.79,-
409,2020,7,10,LG,14,562,0.256,0.287,8.9,17.6,0.50,0.155,28.94,0.747,69.46,4.83,66.21,4.63,1.08,0.335,-6.00,-
