,¿¬µµ,¿ù,¼øÀ§,ÆÀ¸í,°æ±â,½Â,ÆÐ,¼¼,È¦µå,ºí·Ð,QS,ÀÌ´×,Å¸ÀÚ,¾ÈÅ¸,2·çÅ¸,3·çÅ¸,È¨·±,½ÇÁ¡,ÀÚÃ¥,»ïÁø,º¼³Ý,°í4,HBP,ÆøÅõ,º¸Å©,PK,µµ·ç,µµ½Ç
0,2015,3,1,µÎ»ê,2,2,0,1,3,0,1,18.0,76,18,3,0,0,5,5,9,6,0,1,0,1,0,2,2
1,2015,3,2,KIA,2,2,0,1,1,0,1,18.0,77,22,7,1,0,7,7,12,7,0,0,1,0,0,3,1
2,2015,3,3,·Ôµ¥,3,3,0,1,5,0,2,25.0,115,28,4,0,2,14,14,19,17,2,1,0,0,0,2,3
3,2015,3,4,»ï¼º,3,2,1,1,3,0,1,27.0,115,21,7,1,1,14,14,21,14,0,1,0,0,1,1,3
4,2015,3,5,ÇÑÈ­,2,1,1,1,2,1,1,20.1,85,15,4,0,2,8,8,14,10,0,2,1,0,2,2,0
5,2015,3,6,Hero,2,1,1,0,0,0,0,21.0,95,19,4,0,1,9,9,16,13,0,3,0,0,0,6,2
6,2015,3,7,SK,2,1,1,1,1,0,0,17.0,82,21,3,0,1,9,9,9,9,0,1,2,0,0,6,0
7,2015,3,8,NC,2,0,2,0,0,0,1,16.0,72,19,0,1,4,13,10,5,6,1,0,2,0,0,1,0
8,2015,3,9,LG,3,0,3,0,2,1,1,23.2,111,27,3,1,5,17,17,19,14,1,1,0,0,0,2,0
9,2015,3,10,KT,3,0,3,0,0,0,0,25.0,124,35,11,0,6,25,23,22,13,0,2,2,0,0,6,3
10,2015,4,1,»ï¼º,23,15,8,5,12,3,17,204.2,856,192,37,4,21,88,82,202,57,2,14,9,0,1,16,9
11,2015,4,2,µÎ»ê,22,14,8,3,9,4,10,201.0,890,194,33,4,24,119,108,199,107,1,9,7,1,2,11,7
12,2015,4,3,LG,23,13,10,5,5,1,7,206.0,889,206,39,4,22,107,97,159,79,3,17,15,0,2,25,14
13,2015,4,4,SK,22,12,10,5,10,2,5,192.2,821,175,37,0,21,98,87,174,71,4,11,11,1,1,15,8
14,2015,4,5,ÇÑÈ­,22,12,10,7,10,4,3,195.2,889,200,27,0,22,123,110,164,102,4,19,23,1,2,26,5
15,2015,4,6,Hero,23,12,11,4,8,1,8,203.0,889,202,35,5,22,116,108,209,84,0,11,15,1,4,21,6
16,2015,4,7,·Ôµ¥,22,11,11,4,6,3,12,194.0,840,205,36,0,21,105,98,170,65,4,8,13,1,2,15,8
17,2015,4,8,NC,22,10,12,4,10,1,7,193.0,849,187,41,3,22,125,116,149,79,1,21,11,0,1,17,7
18,2015,4,9,KIA,23,10,13,3,12,3,7,209.1,939,218,55,9,26,119,111,161,105,8,18,13,0,3,26,10
19,2015,4,10,KT,22,3,19,1,1,1,5,195.2,909,222,37,3,28,134,120,151,129,4,9,24,0,5,15,17
20,2015,5,1,NC,26,20,5,10,14,3,9,235.0,1003,209,31,3,18,97,89,199,92,4,22,12,0,0,14,6
21,2015,5,2,Hero,27,15,11,7,12,3,11,243.2,1083,259,47,6,32,151,137,209,103,3,15,13,2,6,23,6
22,2015,5,3,»ï¼º,25,14,11,7,10,1,13,220.0,927,214,47,2,31,107,98,210,65,1,13,6,1,4,13,7
23,2015,5,4,µÎ»ê,23,12,11,5,9,4,10,203.1,930,230,41,2,24,137,130,162,91,3,16,8,1,0,24,7
24,2015,5,5,·Ôµ¥,27,14,13,4,11,3,9,240.0,1085,271,60,3,32,153,141,206,108,7,21,18,1,2,27,13
25,2015,5,6,SK,25,12,12,7,11,1,8,223.0,973,212,46,0,27,115,106,208,92,5,10,14,1,3,24,9
26,2015,5,7,ÇÑÈ­,27,13,14,7,12,2,5,237.0,1099,269,51,0,25,155,144,178,131,9,16,17,3,0,42,16
27,2015,5,8,KIA,25,12,13,5,9,5,10,218.0,960,222,34,4,24,117,108,178,101,5,23,11,0,4,30,15
28,2015,5,9,LG,26,8,17,2,1,1,8,231.0,1035,267,49,6,26,151,144,208,94,4,19,15,0,3,19,8
29,2015,5,10,KT,27,7,20,3,9,4,8,240.2,1099,273,46,10,27,183,153,211,109,3,18,21,2,2,33,11
30,2015,6,1,Hero,21,12,9,1,4,1,6,187.0,815,191,25,2,26,101,90,158,74,0,13,20,0,4,14,11
31,2015,6,2,LG,23,13,10,6,11,4,9,205.1,886,210,35,5,15,97,87,179,66,5,22,13,1,2,26,8
32,2015,6,3,KIA,20,11,9,7,12,1,10,175.0,747,173,28,4,18,86,84,124,68,0,12,7,0,2,16,7
33,2015,6,4,ÇÑÈ­,22,12,10,6,7,0,6,196.1,850,180,30,1,28,100,80,152,87,4,9,3,0,2,22,11
34,2015,6,5,»ï¼º,21,11,10,2,6,0,11,185.0,801,189,43,1,26,111,104,160,63,0,6,6,1,0,20,8
35,2015,6,6,µÎ»ê,23,12,11,3,11,3,9,203.2,885,208,46,5,22,104,101,166,78,1,9,15,1,0,19,6
36,2015,6,7,NC,22,11,11,4,9,2,6,190.2,850,213,39,3,20,108,98,157,66,1,14,14,0,0,12,8
37,2015,6,8,KT,23,11,12,3,4,1,5,202.0,938,254,51,2,24,152,133,179,85,2,12,11,0,2,21,3
38,2015,6,9,SK,22,10,12,4,7,2,9,196.2,881,222,45,3,18,115,105,173,72,6,14,16,1,0,17,9
39,2015,6,10,·Ôµ¥,21,6,15,1,4,2,8,182.0,840,243,33,2,32,144,121,136,58,2,5,15,0,1,11,8
40,2015,7,1,»ï¼º,21,14,7,3,5,1,10,188.0,845,212,42,4,34,122,111,169,71,1,11,10,0,1,10,7
41,2015,7,2,Hero,20,12,8,8,7,3,7,181.1,794,200,34,4,16,119,102,139,60,1,6,12,0,1,16,8
42,2015,7,3,µÎ»ê,21,11,10,4,4,2,8,187.0,845,220,42,3,16,117,112,145,76,2,13,10,2,2,14,7
43,2015,7,4,·Ôµ¥,22,11,11,2,10,5,10,202.2,876,211,38,3,15,93,89,167,72,6,16,8,1,3,25,8
44,2015,7,5,SK,19,9,9,5,6,4,10,175.2,765,197,33,1,24,95,90,142,62,6,9,4,0,0,12,7
45,2015,7,6,ÇÑÈ­,20,10,10,4,6,2,3,179.0,810,192,27,2,28,120,110,122,88,9,14,11,1,1,23,7
46,2015,7,7,KIA,22,10,12,3,7,1,4,196.1,902,234,44,5,18,133,111,147,93,3,13,11,2,1,18,9
47,2015,7,8,KT,18,8,10,3,4,1,5,154.0,690,194,29,4,21,106,98,111,52,0,9,6,0,4,15,9
48,2015,7,9,NC,20,8,11,3,4,3,9,180.1,792,192,38,3,25,104,97,144,62,5,23,6,2,0,18,9
49,2015,7,10,LG,19,7,12,2,6,3,7,169.1,749,177,32,3,18,103,96,139,65,7,15,6,1,3,16,3
50,2015,8,1,NC,24,19,5,12,9,0,13,216.0,884,185,37,2,22,86,80,195,59,1,16,8,0,1,11,4
51,2015,8,2,»ï¼º,24,15,9,7,8,2,12,216.2,980,258,52,3,31,138,132,201,83,4,11,7,0,2,12,6
52,2015,8,3,µÎ»ê,24,14,10,5,9,3,12,216.0,944,213,36,5,17,107,95,188,93,5,14,14,0,1,23,7
53,2015,8,4,KT,25,14,11,2,7,2,5,224.2,1027,258,45,2,24,145,135,184,103,2,24,17,0,0,25,11
54,2015,8,5,KIA,24,11,13,7,14,4,8,210.1,928,236,40,4,28,119,115,143,74,3,14,15,1,3,19,7
55,2015,8,6,LG,25,11,14,5,13,5,12,223.0,966,232,37,2,23,128,112,166,80,5,15,17,1,1,23,8
56,2015,8,7,Hero,25,11,14,1,4,3,9,220.0,1006,264,44,8,23,153,138,184,96,0,17,12,0,6,21,12
57,2015,8,8,·Ôµ¥,23,9,14,3,3,3,8,200.2,917,256,41,0,30,148,137,136,70,0,19,16,0,1,14,7
58,2015,8,9,ÇÑÈ­,25,9,16,2,2,2,9,219.2,974,228,47,5,20,129,121,144,107,9,17,13,0,1,33,16
59,2015,8,10,SK,25,9,16,3,10,2,10,221.0,1004,264,51,5,33,148,141,214,102,6,10,7,0,0,15,10
60,2015,9,1,NC,24,14,10,3,9,2,8,210.1,923,238,34,2,34,112,108,176,63,0,14,7,0,1,11,3
61,2015,9,2,»ï¼º,24,14,10,7,11,2,9,206.0,895,220,38,2,35,128,118,198,66,3,6,6,0,0,13,8
62,2015,9,3,SK,26,15,11,5,14,1,14,227.2,1003,241,49,2,27,130,122,208,97,4,14,16,0,2,17,8
63,2015,9,4,Hero,23,13,10,6,6,1,7,203.0,909,240,43,3,24,131,116,122,77,4,16,13,0,3,12,8
64,2015,9,5,LG,21,10,10,3,4,0,11,185.1,808,195,27,3,15,101,93,163,79,5,8,15,0,2,12,10
65,2015,9,6,·Ôµ¥,23,11,11,4,8,2,10,212.0,938,215,35,5,28,127,109,166,92,3,15,17,0,1,16,6
66,2015,9,7,µÎ»ê,25,11,14,8,9,2,7,221.0,1039,276,43,3,34,177,160,161,116,2,12,19,0,0,17,11
67,2015,9,8,KIA,23,10,13,6,7,0,4,201.0,903,214,34,4,26,129,117,188,93,2,10,16,0,1,22,4
68,2015,9,9,ÇÑÈ­,23,10,13,4,4,3,9,206.2,962,243,42,4,29,154,145,131,115,3,19,19,2,1,18,7
69,2015,9,10,KT,22,8,14,3,6,1,4,186.0,850,246,45,2,21,116,108,153,77,2,8,6,1,1,26,10
70,2015,10,1,»ï¼º,3,3,0,2,5,1,2,28.0,104,17,4,0,3,8,7,33,5,0,1,0,0,0,1,1
71,2015,10,2,µÎ»ê,4,3,1,1,3,1,1,36.0,153,26,4,0,1,10,8,34,17,1,3,3,0,1,3,1
