,연도,선수이름,팀명,평균자책점,경기,승,패,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당 출루허용률
905,2018,신병률,KT,7.01,21,0,0,1,2,-,25 2/3,35,6,7,3,14,22,20,1.64
906,2018,주권,KT,8.39,46,3,9,0,4,0.250,88,118,16,27,7,54,85,82,1.65
907,2018,김민수,KT,9.00,2,0,0,0,0,-,1,1,0,1,0,1,1,1,2.00
908,2018,윤근영,KT,9.72,17,1,0,0,0,1.000,16 2/3,26,3,10,0,17,19,18,2.16
909,2018,박세진,KT,10.68,8,1,5,0,0,0.167,30 1/3,47,10,19,2,24,37,36,2.18
910,2018,최건,KT,13.50,2,0,0,0,0,-,2,5,0,2,0,2,3,3,3.50
911,2018,김용주,KT,18.00,1,0,0,0,0,-,2,5,1,2,0,2,4,4,3.50
912,2018,성동현,LG,0.00,1,1,0,0,0,1.000,1/3,1,0,0,0,0,0,0,3.00
913,2018,임정우,LG,0.00,2,0,0,0,0,-,2/3,1,0,2,0,1,0,0,4.50
914,2018,배민관,LG,1.64,8,0,0,0,0,-,11,9,0,4,2,11,2,2,1.18
915,2018,윌슨,LG,3.07,26,9,4,0,0,0.692,170,158,11,35,6,149,63,58,1.14
916,2018,소사,LG,3.52,27,9,9,0,0,0.500,181 1/3,192,16,28,4,181,83,71,1.21
917,2018,최성훈,LG,3.78,24,0,0,0,3,-,16 2/3,17,4,9,1,14,7,7,1.56
918,2018,윤지웅,LG,4.26,10,0,0,0,0,-,6 1/3,9,0,3,3,4,4,3,1.89
919,2018,김영준,LG,4.35,14,2,1,0,0,0.667,20 2/3,19,3,15,3,16,12,10,1.65
920,2018,배재준,LG,4.42,16,1,0,0,0,1.000,38 2/3,34,3,20,1,41,24,19,1.40
921,2018,최동환,LG,4.62,28,1,0,0,1,1.000,37,33,6,11,3,28,19,19,1.19
922,2018,여건욱,LG,4.76,18,0,0,0,0,-,22 2/3,27,1,8,4,15,13,12,1.54
923,2018,전인환,LG,4.76,5,0,0,0,0,-,5 2/3,7,0,3,0,4,3,3,1.76
924,2018,정찬헌,LG,4.85,66,5,3,27,0,0.625,65,76,5,24,7,50,36,35,1.54
925,2018,김지용,LG,5.36,48,5,6,1,13,0.455,47,52,10,9,2,42,30,28,1.30
926,2018,김태형,LG,5.40,2,0,0,0,0,-,1 2/3,2,1,1,0,1,1,1,1.80
927,2018,임찬규,LG,5.77,29,11,11,1,0,0.500,146 2/3,195,23,47,13,125,104,94,1.65
928,2018,신정락,LG,5.86,49,3,7,0,5,0.300,50 2/3,59,5,17,6,56,37,33,1.50
929,2018,고우석,LG,5.91,56,3,5,0,3,0.375,67,69,10,37,5,44,51,44,1.58
930,2018,차우찬,LG,6.09,29,12,10,0,0,0.545,170,177,27,79,10,136,119,115,1.51
931,2018,진해수,LG,7.21,66,2,3,0,14,0.400,43 2/3,63,7,13,4,37,37,35,1.74
932,2018,김대현,LG,7.54,25,2,10,0,0,0.167,105,145,15,48,9,64,95,88,1.84
933,2018,이동현,LG,7.93,36,2,1,0,4,0.667,36 1/3,49,6,7,3,23,35,32,1.54
934,2018,손주영,LG,8.49,4,0,2,0,0,0.000,11 2/3,13,0,14,2,7,11,11,2.31
935,2018,문광은,LG,12.15,6,0,1,0,0,0.000,6 2/3,11,3,5,0,5,9,9,2.40
936,2018,임지섭,LG,25.07,2,0,2,0,0,0.000,4 2/3,11,3,7,0,4,13,13,3.86
937,2018,김태형,LG,36.00,1,0,0,0,0,-,1,2,0,4,0,0,4,4,6.00
938,2018,이우찬,LG,54.00,3,0,0,0,0,-,2/3,3,0,3,1,0,4,4,9.00
939,2018,심규범,NC,0.00,1,0,0,0,0,-,2/3,1,0,0,0,0,0,0,1.50
940,2018,이우석,NC,0.00,1,0,0,0,0,-,1/3,0,0,1,0,1,0,0,3.00
941,2018,김재균,NC,3.18,4,0,0,0,0,-,5 2/3,3,0,9,0,4,3,2,2.12
942,2018,박진우,NC,3.66,11,1,0,0,1,1.000,19 2/3,18,2,5,2,15,8,8,1.17
943,2018,왕웨이중,NC,4.26,25,7,10,0,0,0.412,141 2/3,169,16,40,2,108,83,67,1.48
944,2018,배재환,NC,4.50,31,3,3,1,2,0.500,36,37,6,25,1,34,18,18,1.72
945,2018,이민호,NC,4.68,50,5,4,14,0,0.556,50,52,8,19,3,42,34,26,1.42
946,2018,이재학,NC,4.79,29,5,13,0,0,0.278,152 1/3,157,13,49,10,116,87,81,1.35
947,2018,이형범,NC,5.17,23,1,1,0,0,0.500,54,62,5,24,1,22,36,31,1.59
948,2018,원종현,NC,5.18,59,3,6,2,17,0.333,64 1/3,78,7,22,2,36,38,37,1.55
949,2018,베렛,NC,5.28,29,6,10,0,0,0.375,155,178,24,59,9,144,94,91,1.53
950,2018,구창모,NC,5.35,36,5,11,0,1,0.313,133,158,21,52,7,116,83,79,1.58
951,2018,김건태,NC,5.43,21,2,3,0,0,0.400,53,60,7,24,7,39,38,32,1.58
952,2018,민태호,NC,5.59,8,1,0,0,0,1.000,9 2/3,11,1,4,1,4,7,6,1.55
953,2018,최성영,NC,5.88,28,2,2,1,0,0.500,64 1/3,66,11,25,4,57,43,42,1.41
954,2018,정수민,NC,6.05,25,2,5,0,1,0.286,58,69,10,33,3,38,43,39,1.76
955,2018,강윤구,NC,6.09,69,7,5,1,17,0.583,54 2/3,54,10,26,1,65,41,37,1.46
956,2018,임창민,NC,6.43,8,0,1,3,0,0.000,7,8,2,2,0,9,6,5,1.43
957,2018,유원상,NC,6.46,41,1,4,0,5,0.200,47 1/3,63,5,17,5,30,37,34,1.69
958,2018,김진성,NC,7.15,50,3,2,0,5,0.600,45 1/3,56,13,19,2,38,38,36,1.65
959,2018,노성호,NC,7.16,20,1,2,0,0,0.333,32 2/3,35,6,29,1,36,29,26,1.96
960,2018,장현식,NC,7.43,21,3,2,2,1,0.600,26 2/3,31,7,17,0,24,22,22,1.80
961,2018,최금강,NC,8.44,19,0,1,0,1,0.000,37 1/3,51,8,22,2,18,36,35,1.96
962,2018,류재인,NC,16.20,1,0,0,0,0,-,1 2/3,1,1,2,3,2,3,3,1.80
963,2018,윤강민,NC,17.47,6,0,0,0,0,-,5 2/3,14,1,5,2,4,11,11,3.35
964,2018,신재웅,SK,2.77,54,2,3,16,6,0.400,52,49,5,28,1,43,23,16,1.48
965,2018,김광현,SK,2.98,25,11,8,0,0,0.579,136,125,16,30,2,130,48,45,1.14
966,2018,박희수,SK,3.27,35,1,2,0,4,0.333,33,35,1,15,3,30,14,12,1.52
967,2018,정동윤,SK,3.38,2,0,0,0,0,-,2 2/3,3,1,1,0,3,1,1,1.50
968,2018,김태훈,SK,3.83,61,9,3,0,10,0.750,94,88,8,36,2,93,44,40,1.32
969,2018,켈리,SK,4.09,28,12,7,0,0,0.632,158 1/3,152,18,47,13,161,78,72,1.26
970,2018,박종훈,SK,4.18,30,14,8,0,0,0.636,159 1/3,158,16,54,20,133,81,74,1.33
971,2018,이승진,SK,4.57,34,0,1,0,0,0.000,41 1/3,41,6,20,4,37,25,21,1.48
972,2018,문승원,SK,4.60,31,8,9,1,1,0.471,150 2/3,180,24,37,4,122,86,77,1.44
973,2018,채병용,SK,4.80,29,2,1,1,3,0.667,30,33,8,8,1,15,16,16,1.37
974,2018,산체스,SK,4.89,29,8,8,0,1,0.500,145 1/3,161,26,39,7,124,90,79,1.38
975,2018,윤희상,SK,5.12,46,1,2,1,7,0.333,51,55,8,7,2,44,29,29,1.22
976,2018,남윤성,SK,5.19,6,0,1,0,0,0.000,8 2/3,12,1,4,0,3,5,5,1.85
977,2018,정영일,SK,5.32,51,3,0,0,13,1.000,44,48,7,21,5,33,33,26,1.57
978,2018,전유수,SK,5.50,16,0,1,0,0,0.000,18,21,3,8,2,15,11,11,1.61
979,2018,박정배,SK,5.84,49,1,3,9,2,0.250,44 2/3,51,9,12,2,44,30,29,1.41
980,2018,서진용,SK,6.12,48,3,2,1,12,0.600,50,52,14,23,2,58,36,34,1.50
981,2018,봉민호,SK,6.75,1,0,0,0,0,-,1 1/3,1,1,0,0,2,1,1,0.75
982,2018,임준혁,SK,7.36,6,0,0,0,0,-,7 1/3,12,0,3,0,2,6,6,2.05
983,2018,김택형,SK,7.71,14,1,2,0,2,0.333,11 2/3,9,1,10,0,11,10,10,1.63
984,2018,백인식,SK,9.42,18,1,2,0,1,0.333,14 1/3,17,4,9,3,14,15,15,1.81
985,2018,김주한,SK,13.50,7,1,0,0,1,1.000,6,9,2,6,0,5,10,9,2.50
986,2018,최민준,SK,14.40,2,0,0,0,0,-,5,11,5,0,0,3,9,8,2.20
987,2018,박민호,SK,15.43,3,0,0,0,0,-,2 1/3,4,1,1,1,0,4,4,2.14
988,2018,강지광,SK,21.00,4,0,0,0,0,-,3,8,1,4,0,3,7,7,4.00
989,2018,조성훈,SK,27.00,1,0,0,0,0,-,2/3,3,0,0,0,0,2,2,4.50
990,2018,이원준,SK,29.45,3,0,1,0,0,0.000,3 2/3,13,3,1,0,2,12,12,3.82
991,2018,정재원,SK,30.86,2,0,1,0,0,0.000,2 1/3,8,0,1,0,0,8,8,3.86
992,2019,김민규,두산,0.00,1,0,0,0,0,-,2,2,0,1,0,0,0,0,1.50
993,2019,박신지,두산,-,2,0,0,0,0,-,0,1,0,2,0,0,2,2,-
994,2019,최대성,두산,-,1,0,0,0,0,-,0,0,0,2,0,0,3,2,-
995,2019,린드블럼,두산,2.50,30,20,3,0,0,0.870,194 2/3,165,13,29,6,189,57,54,1.00
996,2019,윤명준,두산,2.63,69,6,2,1,14,0.750,68 1/3,63,3,20,3,40,23,20,1.21
997,2019,최원준,두산,2.65,34,1,2,1,4,0.333,54 1/3,52,1,16,4,38,17,16,1.25
998,2019,이형범,두산,2.66,67,6,3,19,10,0.667,61,57,4,19,9,31,25,18,1.25
999,2019,이현승,두산,3.00,9,0,1,0,2,0.000,6,4,0,0,0,4,2,2,0.67
1000,2019,김승회,두산,3.07,55,3,3,3,7,0.500,58 2/3,57,1,16,2,46,24,20,1.24
1001,2019,유희관,두산,3.25,28,11,8,0,0,0.579,166 1/3,171,8,42,3,64,67,60,1.28
1002,2019,함덕주,두산,3.46,61,2,5,16,7,0.286,54 2/3,39,6,34,1,48,24,21,1.34
1003,2019,후랭코프,두산,3.61,22,9,8,0,0,0.529,117 1/3,110,5,30,13,111,48,47,1.19
1004,2019,이영하,두산,3.64,29,17,4,0,0,0.810,163 1/3,148,5,61,10,90,70,66,1.28
1005,2019,이용찬,두산,4.07,26,7,10,0,0,0.412,148 1/3,168,15,45,6,102,75,67,1.44
1006,2019,박치국,두산,4.50,61,2,2,3,14,0.500,52,64,5,14,5,35,26,26,1.50
1007,2019,배영수,두산,4.57,37,1,2,0,0,0.333,45 1/3,50,4,11,3,10,25,23,1.35
1008,2019,홍상삼,두산,4.76,3,0,0,0,0,-,5 2/3,5,1,4,1,5,3,3,1.59
1009,2019,권혁,두산,4.91,57,2,2,1,11,0.500,36 2/3,36,3,7,2,21,23,20,1.17
1010,2019,이현호,두산,5.13,16,1,0,0,0,1.000,40 1/3,51,2,19,1,22,25,23,1.74
1011,2019,강동연,두산,5.40,5,0,0,0,0,-,5,8,2,0,0,3,3,3,1.60
1012,2019,장원준,두산,9.00,6,0,0,0,0,-,2,5,0,3,1,1,2,2,4.00
1013,2019,박정준,두산,32.40,2,0,0,0,0,-,1 2/3,3,0,5,0,0,6,6,4.80
1014,2019,김현수,롯데,1.42,6,0,1,0,0,0.000,6 1/3,3,0,1,0,4,2,1,0.63
1015,2019,조무근,롯데,1.86,8,0,0,0,0,-,9 2/3,6,0,5,3,5,2,2,1.14
1016,2019,진명호,롯데,3.41,60,3,2,0,9,0.600,63 1/3,56,4,35,1,51,24,24,1.44
1017,2019,차재용,롯데,3.72,9,0,0,0,0,-,9 2/3,9,0,8,0,7,6,4,1.76
1018,2019,레일리,롯데,3.88,30,5,14,0,0,0.263,181,191,10,65,8,140,88,78,1.41
1019,2019,손승락,롯데,3.93,53,4,3,9,2,0.571,52 2/3,55,3,19,3,44,27,23,1.41
1020,2019,박진형,롯데,4.02,41,2,1,5,5,0.667,40 1/3,40,6,11,0,40,19,18,1.26
1021,2019,박세웅,롯데,4.20,12,3,6,0,0,0.333,60,66,3,23,0,44,33,28,1.48
1022,2019,박시영,롯데,4.23,43,1,1,0,4,0.500,61 2/3,51,5,27,4,60,30,29,1.26
1023,2019,홍성민,롯데,4.26,12,0,0,0,1,-,12 2/3,17,0,0,1,7,6,6,1.34
1024,2019,다익손,롯데,4.34,29,6,10,0,0,0.375,149 1/3,164,15,40,6,117,81,72,1.37
1025,2019,송승준,롯데,4.40,11,0,1,0,0,0.000,14 1/3,16,2,6,0,13,7,7,1.53
1026,2019,김건국,롯데,4.46,37,3,3,0,3,0.500,66 2/3,73,5,27,6,43,34,33,1.50
1027,2019,톰슨,롯데,4.74,11,2,3,0,0,0.400,62 2/3,54,4,23,5,60,35,33,1.23
1028,2019,고효준,롯데,4.76,75,2,7,0,15,0.222,62 1/3,58,6,36,3,72,34,33,1.51
1029,2019,장시환,롯데,4.95,27,6,13,0,0,0.316,125 1/3,147,12,58,2,109,78,69,1.64
1030,2019,오현택,롯데,4.97,15,1,0,0,0,1.000,12 2/3,15,6,2,1,8,9,7,1.34
1031,2019,정성종,롯데,5.44,32,1,1,0,0,0.500,49 2/3,64,6,24,4,24,33,30,1.77
1032,2019,서준원,롯데,5.47,33,4,11,0,0,0.267,97,117,10,38,11,60,61,59,1.60
1033,2019,김원중,롯데,5.63,28,5,10,0,1,0.333,102 1/3,127,13,47,6,93,75,64,1.70
1034,2019,박근홍,롯데,6.11,24,1,0,0,1,1.000,17 2/3,16,5,17,1,11,13,12,1.87
1035,2019,구승민,롯데,6.25,41,1,4,2,6,0.200,36,45,5,21,3,43,29,25,1.83
1036,2019,최영환,롯데,6.41,15,0,0,0,0,-,19 2/3,21,1,9,1,20,15,14,1.53
1037,2019,박진,롯데,9.00,2,0,0,0,0,-,1,2,0,1,0,1,1,1,3.00
1038,2019,윤길현,롯데,10.80,6,1,1,0,0,0.500,5,17,2,4,2,5,14,6,4.20
1039,2019,이인복,롯데,11.68,11,0,0,0,0,-,12 1/3,29,2,8,0,7,18,16,3.00
1040,2019,정태승,롯데,27.00,1,0,0,0,0,-,1,2,0,1,0,2,3,3,3.00
1041,2019,최하늘,롯데,27.00,2,0,1,0,0,0.000,2,4,2,2,1,1,6,6,3.00
1042,2019,이승헌,롯데,31.50,1,0,1,0,0,0.000,2,7,0,3,1,0,7,7,5.00
1043,2019,이승현,삼성,1.95,34,2,1,0,8,0.667,37,28,2,11,1,31,11,8,1.05
1044,2019,우규민,삼성,2.75,54,2,7,15,7,0.222,59,58,7,10,6,40,20,18,1.15
1045,2019,임현준,삼성,3.40,71,1,0,0,8,1.000,42 1/3,34,2,12,3,35,19,16,1.09
1046,2019,장필준,삼성,3.62,61,3,3,11,15,0.500,69 2/3,64,7,33,3,53,29,28,1.39
1047,2019,라이블리,삼성,3.95,9,4,4,0,0,0.500,57,51,4,13,5,58,26,25,1.12
1048,2019,최지광,삼성,4.10,63,3,8,2,10,0.273,68,64,4,40,5,60,33,31,1.53
1049,2019,백정현,삼성,4.24,28,8,10,0,0,0.444,157,158,17,56,6,82,85,74,1.36
1050,2019,김시현,삼성,4.41,14,0,0,0,0,-,16 1/3,16,3,8,1,10,9,8,1.47
1051,2019,김윤수,삼성,4.63,5,1,1,0,0,0.500,11 2/3,10,2,10,0,9,6,6,1.71
1052,2019,윤성환,삼성,4.77,27,8,13,0,0,0.381,145 1/3,168,14,50,7,65,87,77,1.50
1053,2019,최채흥,삼성,4.81,28,6,6,0,2,0.500,106 2/3,127,10,36,1,89,67,57,1.53
1054,2019,원태인,삼성,4.82,26,4,8,0,2,0.333,112,119,12,39,5,68,65,60,1.41
1055,2019,맥과이어,삼성,5.05,21,4,8,0,0,0.333,112 1/3,119,13,66,6,100,68,63,1.65
1056,2019,김대우,삼성,5.13,44,5,1,0,1,0.833,59 2/3,61,11,16,5,40,38,34,1.29
1057,2019,권오준,삼성,5.23,43,3,0,0,3,1.000,43,49,7,12,2,26,25,25,1.42
1058,2019,헤일리,삼성,5.75,19,5,8,0,0,0.385,87 2/3,95,5,34,6,84,59,56,1.47
1059,2019,장지훈,삼성,6.28,13,0,0,0,0,-,14 1/3,22,0,11,1,12,11,10,2.30
1060,2019,김승현,삼성,6.39,14,1,1,0,0,0.500,12 2/3,11,0,9,1,4,12,9,1.58
1061,2019,정인욱,삼성,7.06,12,0,2,0,0,0.000,21 2/3,24,1,15,2,15,17,17,1.80
1062,2019,최충연,삼성,7.36,34,0,2,1,4,0.000,36 2/3,44,2,38,3,41,36,30,2.24
1063,2019,홍정우,삼성,10.13,7,0,0,0,0,-,5 1/3,10,2,4,1,2,8,6,2.63
1064,2019,임규빈,키움,0.00,1,0,0,0,0,-,1,1,0,0,0,2,0,0,1.00
1065,2019,양현,키움,1.99,29,1,0,0,1,1.000,40 2/3,31,1,11,1,25,10,9,1.03
1066,2019,오주원,키움,2.32,57,3,3,18,3,0.500,54 1/3,54,1,7,3,41,17,14,1.12
1067,2019,김성민,키움,2.56,50,2,0,0,5,1.000,56 1/3,53,0,11,2,38,17,16,1.14
1068,2019,조상우,키움,2.66,48,2,4,20,8,0.333,47 1/3,45,3,8,2,46,15,14,1.12
1069,2019,윤영삼,키움,2.87,54,3,3,1,3,0.500,62 2/3,60,5,14,1,56,23,20,1.18
1070,2019,브리검,키움,2.96,28,13,5,0,0,0.722,158 1/3,148,5,46,12,130,62,52,1.23
1071,2019,이영준,키움,2.97,29,1,1,0,1,0.500,33 1/3,39,0,5,0,19,11,11,1.32
1072,2019,김상수,키움,3.02,67,3,5,0,40,0.375,56 2/3,50,3,28,2,60,19,19,1.38
1073,2019,요키시,키움,3.13,30,13,9,0,0,0.591,181 1/3,166,9,39,11,141,72,63,1.13
1074,2019,최원태,키움,3.38,27,11,5,0,0,0.688,157 1/3,165,5,36,5,105,68,59,1.28
1075,2019,한현희,키움,3.41,61,7,5,0,24,0.583,58,50,1,20,7,49,26,22,1.21
1076,2019,신재영,키움,3.68,12,1,0,0,0,1.000,29 1/3,34,1,9,4,21,14,12,1.47
1077,2019,김선기,키움,4.18,7,3,1,0,0,0.750,28,27,2,9,4,17,13,13,1.29
1078,2019,이승호,키움,4.48,23,8,5,0,0,0.615,122 2/3,134,10,51,1,82,70,61,1.51
1079,2019,김동준,키움,4.50,33,8,3,0,3,0.727,70,77,5,23,0,50,36,35,1.43
1080,2019,안우진,키움,5.20,19,7,5,0,0,0.583,88 1/3,97,8,36,3,80,56,51,1.51
1081,2019,조덕길,키움,7.20,5,0,0,0,0,-,5,9,0,2,0,3,4,4,2.20
1082,2019,윤정현,키움,9.00,3,0,0,0,0,-,2,2,0,2,0,2,2,2,2.00
1083,2019,이보근,키움,9.72,19,0,2,0,3,0.000,16 2/3,29,1,4,0,12,18,18,1.98
1084,2019,박주성,키움,13.50,4,0,0,0,0,-,4,7,1,6,0,1,6,6,3.25
1085,2019,양기현,키움,15.19,4,0,0,0,0,-,5 1/3,12,0,1,0,3,10,9,2.44
1086,2019,조영건,키움,81.00,1,0,1,0,0,0.000,1/3,3,0,3,0,1,3,3,18.00
1087,2019,김진욱,한화,0.00,1,0,0,0,0,-,1,0,0,1,1,0,0,0,1.00
1088,2019,정우람,한화,1.54,57,4,3,26,0,0.571,58 1/3,57,4,16,1,48,11,10,1.25
1089,2019,채드벨,한화,3.50,29,11,10,0,0,0.524,177 1/3,169,14,63,10,134,73,69,1.31
1090,2019,서폴드,한화,3.51,31,12,11,0,0,0.522,192 1/3,191,8,54,8,135,84,75,1.27
1091,2019,안영명,한화,3.92,67,4,7,0,13,0.364,62,82,5,13,3,48,27,27,1.53
1092,2019,박상원,한화,3.97,61,1,4,0,12,0.200,59,52,5,28,5,39,29,26,1.36
1093,2019,김진영,한화,4.05,6,0,4,0,0,0.000,26 2/3,27,1,16,1,14,12,12,1.61
1094,2019,김경태,한화,4.09,17,0,0,0,0,-,11,14,0,8,0,10,5,5,2.00
1095,2019,임준섭,한화,4.20,34,1,3,0,1,0.250,49 1/3,56,1,28,1,26,30,23,1.70
1096,2019,김이환,한화,4.26,11,4,3,0,0,0.571,38,42,2,21,2,15,19,18,1.66
1097,2019,김성훈,한화,4.84,15,0,1,0,0,0.000,22 1/3,24,3,15,1,26,12,12,1.75
1098,2019,박윤철,한화,5.10,15,0,1,0,0,0.000,30,22,4,30,3,21,19,17,1.73
1099,2019,장민재,한화,5.43,26,6,8,0,0,0.429,119 1/3,150,14,27,6,103,76,72,1.48
1100,2019,김범수,한화,5.68,45,5,9,1,1,0.357,103,115,15,61,10,85,70,65,1.71
1101,2019,이태양,한화,5.81,55,1,6,0,10,0.143,66 2/3,74,8,13,3,64,44,43,1.31
1102,2019,김종수,한화,5.81,35,2,0,0,0,1.000,31,30,4,33,1,28,21,20,2.03
1103,2019,신정락,한화,5.84,44,5,1,0,5,0.833,44 2/3,48,6,21,6,35,33,29,1.54
1104,2019,송창현,한화,6.39,3,0,1,0,0,0.000,12 2/3,15,4,4,0,5,9,9,1.50
1105,2019,김민우,한화,6.75,16,2,7,0,0,0.222,68,80,6,30,6,46,59,51,1.62
1106,2019,황영국,한화,6.75,6,0,0,0,0,-,4,8,2,1,0,6,3,3,2.25
1107,2019,박주홍,한화,7.98,29,0,4,0,1,0.000,38 1/3,51,8,24,2,27,37,34,1.96
1108,2019,윤규진,한화,10.38,3,0,0,0,0,-,4 1/3,6,0,1,0,1,5,5,1.62
1109,2019,문동욱,한화,12.06,12,1,1,0,0,0.500,15 2/3,36,3,4,3,12,25,21,2.55
1110,2019,김재영,한화,12.96,5,0,0,0,0,-,8 1/3,14,1,3,2,4,12,12,2.04
1111,2019,서균,한화,14.54,7,0,0,0,0,-,4 1/3,10,0,3,0,3,8,7,3.00
1112,2019,윤호솔,한화,17.18,3,0,0,0,0,-,3 2/3,8,1,3,0,2,7,7,3.00
1113,2019,이충호,한화,45.00,1,0,0,0,0,-,1,6,1,1,0,0,5,5,7.00
1114,2019,송창식,한화,54.00,1,0,0,0,0,-,1/3,3,0,0,0,1,2,2,9.00
1115,2019,문경찬,KIA,1.31,54,1,2,24,0,0.333,55,45,2,10,0,50,9,8,1.00
1116,2019,박준표,KIA,2.09,49,5,2,0,15,0.714,56,42,4,6,4,30,15,13,0.86
1117,2019,양현종,KIA,2.29,29,16,8,0,0,0.667,184 2/3,165,6,33,2,163,56,47,1.07
1118,2019,전상현,KIA,3.12,57,1,4,0,15,0.200,60 2/3,45,3,21,2,62,21,21,1.09
1119,2019,임기준,KIA,3.44,52,2,2,0,6,0.500,36 2/3,32,1,16,4,24,17,14,1.31
1120,2019,고영창,KIA,3.50,55,1,3,1,10,0.250,54,63,2,14,8,22,22,21,1.43
1121,2019,박진태,KIA,4.32,2,0,1,0,0,0.000,8 1/3,10,0,6,3,5,4,4,1.92
1122,2019,차명진,KIA,4.36,9,3,1,0,0,0.750,33,35,1,18,2,19,17,16,1.61
1123,2019,윌랜드,KIA,4.75,28,8,10,0,0,0.444,165,191,17,59,5,137,95,87,1.52
1124,2019,하준영,KIA,4.96,59,6,2,0,15,0.750,52 2/3,59,5,31,0,51,31,29,1.71
1125,2019,이민우,KIA,5.43,32,2,6,1,2,0.250,61 1/3,74,4,26,4,56,42,37,1.63
1126,2019,터너,KIA,5.46,28,7,13,0,0,0.350,153 1/3,179,12,58,17,121,107,93,1.55
1127,2019,김기훈,KIA,5.56,19,3,6,0,0,0.333,79 1/3,64,11,65,9,49,55,49,1.63
1128,2019,임기영,KIA,5.73,12,2,4,0,0,0.333,48 2/3,67,7,19,2,37,33,31,1.77
1129,2019,김세현,KIA,6.23,10,0,2,0,0,0.000,8 2/3,11,0,9,2,5,8,6,2.31
1130,2019,이준영,KIA,6.35,37,1,0,0,1,1.000,51,64,3,26,2,43,42,36,1.76
1131,2019,황인준,KIA,6.35,5,0,0,0,0,-,11 1/3,14,2,5,0,11,8,8,1.68
1132,2019,김윤동,KIA,6.55,11,1,2,4,0,0.333,11,12,1,11,0,12,8,8,2.09
1133,2019,홍건희,KIA,7.16,21,2,9,0,0,0.182,81 2/3,112,12,33,3,52,70,65,1.78
1134,2019,장지수,KIA,7.71,13,0,0,0,0,-,16 1/3,23,2,7,2,6,16,14,1.84
1135,2019,강이준,KIA,11.00,3,0,2,0,0,0.000,9,14,1,9,2,3,11,11,2.56
1136,2019,유승철,KIA,11.25,3,0,0,0,0,-,4,4,2,2,2,5,5,5,1.50
1137,2019,양승철,KIA,12.12,11,1,1,0,0,0.500,16 1/3,23,3,15,0,11,22,22,2.33
1138,2019,박정수,KIA,12.60,3,0,0,0,0,-,5,10,0,4,1,2,7,7,2.80
1139,2019,김승범,KIA,18.00,1,0,0,0,0,-,1,4,0,1,0,0,2,2,5.00
1140,2019,강백호,KT,0.00,1,0,0,0,0,-,1,0,0,1,0,0,0,0,1.00
1141,2019,최건,KT,0.00,1,0,0,0,0,-,1,0,0,2,0,0,1,0,2.00
1142,2019,하준호,KT,1.13,8,0,0,0,0,-,8,4,1,4,0,11,1,1,1.00
1143,2019,이종혁,KT,1.69,5,0,0,0,0,-,5 1/3,6,0,3,1,4,1,1,1.69
1144,2019,김재윤,KT,2.27,43,2,2,7,9,0.500,47 2/3,27,4,12,1,42,13,12,0.82
1145,2019,김대유,KT,2.33,21,0,0,0,0,-,27,21,1,12,4,23,7,7,1.22
1146,2019,주권,KT,2.99,71,6,2,2,25,0.750,75 1/3,64,7,14,2,47,25,25,1.04
1147,2019,조한욱,KT,3.38,2,0,0,0,0,-,2 2/3,4,0,1,0,0,1,1,1.88
1148,2019,전유수,KT,3.39,62,3,1,1,7,0.750,66 1/3,66,2,18,4,46,31,25,1.27
1149,2019,조현우,KT,3.52,7,0,0,0,0,-,7 2/3,6,0,5,1,9,3,3,1.43
1150,2019,쿠에바스,KT,3.62,30,13,10,0,0,0.565,184,153,18,63,12,135,80,74,1.17
1151,2019,배제성,KT,3.76,28,10,10,0,0,0.500,131 2/3,132,6,56,3,91,58,55,1.43
1152,2019,알칸타라,KT,4.01,27,11,11,0,0,0.500,172 2/3,189,15,27,8,100,80,77,1.25
1153,2019,이대은,KT,4.08,44,4,2,17,0,0.667,86,89,10,39,6,59,48,39,1.49
1154,2019,손동현,KT,4.75,34,2,3,0,5,0.400,47 1/3,51,2,31,0,29,29,25,1.73
1155,2019,김민,KT,4.96,27,6,12,0,0,0.333,150 2/3,175,16,65,4,91,88,83,1.59
1156,2019,김민수,KT,4.96,28,8,5,2,1,0.615,81 2/3,87,10,30,2,56,46,45,1.43
1157,2019,금민철,KT,5.05,14,1,4,0,0,0.200,57,66,5,25,7,26,38,32,1.60
1158,2019,이선우,KT,5.40,3,0,0,0,0,-,1 2/3,1,1,1,0,2,1,1,1.20
1159,2019,정성곤,KT,5.53,52,3,3,8,11,0.500,53 2/3,64,7,22,2,40,36,33,1.60
1160,2019,조근종,KT,5.91,10,0,0,0,1,-,10 2/3,15,1,5,2,6,7,7,1.88
1161,2019,김태오,KT,6.00,4,0,0,0,0,-,3,7,0,3,1,0,3,2,3.33
1162,2019,엄상백,KT,8.04,26,2,3,0,0,0.400,31 1/3,40,6,24,0,20,29,28,2.04
1163,2019,이정현,KT,9.75,9,0,2,0,0,0.000,12,12,3,8,0,9,13,13,1.67
1164,2019,이상동,KT,14.21,6,0,0,0,0,-,6 1/3,10,2,2,1,0,10,10,1.89
1165,2019,전용주,KT,15.00,4,0,0,0,0,-,3,6,1,6,0,1,6,5,4.00
1166,2019,류희운,KT,23.14,1,0,1,0,0,0.000,2 1/3,8,0,2,0,1,6,6,4.29
