,연도,선수이름,팀명,포지션,경기,선발경기,이닝,실책,견제사,자살,보살,병살,수비율,포일,도루허용,도루저지,도루저지율
2515,2018,김지열,KT,2루수,6,0,14,0,0,2,7,2,1.000,0,0,0,-
2516,2018,김지열,KT,좌익수,6,1,20 1/3,1,0,6,1,0,0.875,0,0,0,-
2517,2018,하준호,KT,우익수,6,2,21,0,0,4,2,0,1.000,0,0,0,-
2518,2018,배우열,KT,투수,5,0,5 2/3,0,0,0,0,0,-,0,0,0,-
2519,2018,김동욱,KT,좌익수,4,0,7,0,0,2,0,0,1.000,0,0,0,-
2520,2018,오지환,LG,유격수,143,142,1198 2/3,24,0,211,409,74,0.963,0,0,0,-
2521,2018,채은성,LG,우익수,135,134,1147 2/3,3,0,264,8,1,0.989,0,0,0,-
2522,2018,유강남,LG,포수,126,109,952,7,0,783,53,9,0.992,6,78,26,25.0
2523,2018,양석환,LG,3루수,113,109,882,11,0,72,171,15,0.957,0,0,0,-
2524,2018,정주현,LG,2루수,99,95,765 1/3,15,0,167,250,46,0.965,0,0,0,-
2525,2018,김용의,LG,1루수,89,36,435 1/3,1,0,397,34,30,0.998,0,0,0,-
2526,2018,이형종,LG,중견수,86,83,662 1/3,0,0,181,5,1,1.000,0,0,0,-
2527,2018,김현수,LG,좌익수,75,56,518 2/3,0,0,119,2,1,1.000,0,0,0,-
2528,2018,김현수,LG,1루수,68,60,452 1/3,5,0,396,38,39,0.989,0,0,0,-
2529,2018,이천웅,LG,좌익수,66,46,389,0,0,90,3,0,1.000,0,0,0,-
2530,2018,정찬헌,LG,투수,66,0,65,0,0,4,6,1,1.000,0,0,0,-
2531,2018,진해수,LG,투수,66,0,43 2/3,0,0,3,7,1,1.000,0,0,0,-
2532,2018,정상호,LG,포수,65,35,313 2/3,1,0,295,16,3,0.997,4,22,7,24.1
2533,2018,안익훈,LG,중견수,58,25,274,0,0,59,1,1,1.000,0,0,0,-
2534,2018,고우석,LG,투수,56,0,67,0,0,6,3,1,1.000,0,0,0,-
2535,2018,신정락,LG,투수,49,1,50 2/3,1,0,3,8,0,0.917,0,0,0,-
2536,2018,윤진호,LG,3루수,49,1,101 2/3,1,0,7,22,1,0.967,0,0,0,-
2537,2018,김지용,LG,투수,47,0,47,0,2,3,5,0,1.000,0,0,0,-
2538,2018,이천웅,LG,중견수,44,34,296 1/3,1,0,85,0,0,0.988,0,0,0,-
2539,2018,이동현,LG,투수,36,0,36 1/3,1,0,0,5,0,0.833,0,0,0,-
2540,2018,가르시아,LG,3루수,33,32,273 1/3,9,0,21,46,12,0.882,0,0,0,-
2541,2018,윤진호,LG,2루수,33,1,89,0,0,23,27,4,1.000,0,0,0,-
2542,2018,양석환,LG,1루수,29,21,187 1/3,3,0,150,16,21,0.982,0,0,0,-
2543,2018,임찬규,LG,투수,29,27,146 2/3,1,0,7,16,2,0.958,0,0,0,-
2544,2018,차우찬,LG,투수,29,29,170,0,2,5,13,1,1.000,0,0,0,-
2545,2018,이형종,LG,좌익수,28,24,196,1,0,38,1,0,0.975,0,0,0,-
2546,2018,최동환,LG,투수,28,0,37,0,0,0,2,0,1.000,0,0,0,-
2547,2018,소사,LG,투수,27,27,181 1/3,1,0,15,8,2,0.958,0,0,0,-
2548,2018,윌슨,LG,투수,26,26,170,1,0,14,35,2,0.980,0,0,0,-
2549,2018,윤진호,LG,유격수,26,0,51,1,0,11,12,1,0.958,0,0,0,-
2550,2018,김대현,LG,투수,25,21,105,0,2,8,9,2,1.000,0,0,0,-
2551,2018,최성훈,LG,투수,24,0,16 2/3,0,0,0,3,0,1.000,0,0,0,-
2552,2018,박지규,LG,2루수,23,14,128 1/3,2,0,16,47,5,0.969,0,0,0,-
2553,2018,김재율,LG,1루수,19,12,83,0,0,77,5,6,1.000,0,0,0,-
2554,2018,여건욱,LG,투수,18,1,22 2/3,0,0,3,2,0,1.000,0,0,0,-
2555,2018,배재준,LG,투수,16,5,38 2/3,1,0,5,5,0,0.909,0,0,0,-
2556,2018,이천웅,LG,우익수,16,7,73 1/3,0,0,11,0,0,1.000,0,0,0,-
2557,2018,김영준,LG,투수,14,2,20 2/3,0,0,1,4,0,1.000,0,0,0,-
2558,2018,임훈,LG,좌익수,14,7,67,0,0,10,0,0,1.000,0,0,0,-
2559,2018,서상우,LG,1루수,13,9,64,1,0,63,4,3,0.985,0,0,0,-
2560,2018,임훈,LG,중견수,13,2,31,0,0,7,0,0,1.000,0,0,0,-
2561,2018,임훈,LG,우익수,11,3,39 2/3,0,0,8,0,0,1.000,0,0,0,-
2562,2018,윤지웅,LG,투수,10,0,6 1/3,0,1,0,3,0,1.000,0,0,0,-
2563,2018,홍창기,LG,좌익수,9,4,46,0,0,12,1,1,1.000,0,0,0,-
2564,2018,배민관,LG,투수,8,0,11,0,0,0,0,0,-,0,0,0,-
2565,2018,윤대영,LG,1루수,7,5,39 2/3,0,0,40,5,4,1.000,0,0,0,-
2566,2018,김용의,LG,우익수,6,0,7,0,0,2,0,0,1.000,0,0,0,-
2567,2018,문광은,LG,투수,6,0,6 2/3,0,0,1,0,0,1.000,0,0,0,-
2568,2018,박용택,LG,좌익수,5,5,33,0,0,8,0,0,1.000,0,0,0,-
2569,2018,전인환,LG,투수,5,0,5 2/3,0,0,0,1,0,1.000,0,0,0,-
2570,2018,백승현,LG,유격수,4,2,19,0,0,4,5,0,1.000,0,0,0,-
2571,2018,손주영,LG,투수,4,3,11 2/3,0,0,0,0,0,-,0,0,0,-
2572,2018,양원혁,LG,2루수,4,2,18,0,0,0,3,1,1.000,0,0,0,-
2573,2018,문성주,LG,중견수,3,0,4,0,0,2,0,0,1.000,0,0,0,-
2574,2018,박지규,LG,3루수,3,0,3,0,0,0,0,0,-,0,0,0,-
2575,2018,이우찬,LG,투수,3,0,2/3,0,0,0,0,0,-,0,0,0,-
2576,2018,정주현,LG,좌익수,3,0,4,0,0,1,0,0,1.000,0,0,0,-
2577,2018,김기연,LG,포수,2,0,3,0,0,1,0,0,1.000,0,0,0,-
2578,2018,김용의,LG,2루수,2,0,2,0,0,0,0,0,-,0,0,0,-
2579,2018,김재율,LG,3루수,2,0,3,0,0,0,0,0,-,0,0,0,-
2580,2018,나성범,NC,우익수,142,142,1220,3,0,288,9,2,0.990,0,0,0,-
2581,2018,스크럭스,NC,1루수,115,113,962 1/3,11,0,848,55,94,0.988,0,0,0,-
2582,2018,김성욱,NC,중견수,110,88,788,0,0,217,8,2,1.000,0,0,0,-
2583,2018,박민우,NC,2루수,106,102,827 2/3,8,0,242,257,73,0.984,0,0,0,-
2584,2018,정범모,NC,포수,103,78,619 2/3,4,0,526,40,4,0.993,6,39,19,32.8
2585,2018,권희동,NC,좌익수,75,54,491 1/3,0,0,124,4,2,1.000,0,0,0,-
2586,2018,노진혁,NC,유격수,71,48,437 2/3,6,0,65,142,27,0.972,0,0,0,-
2587,2018,노진혁,NC,3루수,70,57,467,9,0,34,111,12,0.942,0,0,0,-
2588,2018,강윤구,NC,투수,69,0,54 2/3,3,0,0,3,0,0.500,0,0,0,-
2589,2018,손시헌,NC,유격수,66,49,391 1/3,3,0,83,125,30,0.986,0,0,0,-
2590,2018,김형준,NC,포수,60,25,254 2/3,5,1,215,17,3,0.979,6,17,8,32.0
2591,2018,원종현,NC,투수,59,0,64 1/3,1,0,9,6,1,0.938,0,0,0,-
2592,2018,이우성,NC,좌익수,53,32,275 1/3,4,0,67,1,0,0.944,0,0,0,-
2593,2018,김진성,NC,투수,50,0,45 1/3,0,1,3,6,0,1.000,0,0,0,-
2594,2018,이민호,NC,투수,50,0,50,0,0,1,7,0,1.000,0,0,0,-
2595,2018,이상호,NC,2루수,49,26,253 1/3,2,0,66,68,22,0.985,0,0,0,-
2596,2018,모창민,NC,3루수,48,44,346 1/3,7,0,31,64,6,0.931,0,0,0,-
2597,2018,김찬형,NC,유격수,47,30,269,5,0,41,81,21,0.961,0,0,0,-
2598,2018,윤수강,NC,포수,44,27,214 1/3,2,0,172,14,2,0.989,5,16,7,30.4
2599,2018,유원상,NC,투수,41,0,47 1/3,0,0,3,10,2,1.000,0,0,0,-
2600,2018,권희동,NC,중견수,40,35,286 1/3,0,0,53,1,0,1.000,0,0,0,-
2601,2018,구창모,NC,투수,36,23,133,3,1,2,16,1,0.857,0,0,0,-
2602,2018,지석훈,NC,유격수,35,16,142 2/3,2,0,24,48,15,0.973,0,0,0,-
2603,2018,모창민,NC,1루수,34,26,219 2/3,2,0,195,16,22,0.991,0,0,0,-
2604,2018,배재환,NC,투수,31,0,36,0,0,1,8,1,1.000,0,0,0,-
2605,2018,이종욱,NC,좌익수,31,26,213 1/3,0,0,38,2,1,1.000,0,0,0,-
2606,2018,베렛,NC,투수,29,29,155,1,0,8,15,1,0.958,0,0,0,-
2607,2018,이재학,NC,투수,29,29,152 1/3,0,2,10,24,0,1.000,0,0,0,-
2608,2018,최성영,NC,투수,28,8,64 1/3,0,0,3,5,0,1.000,0,0,0,-
2609,2018,박석민,NC,3루수,26,24,189,4,0,8,41,8,0.925,0,0,0,-
2610,2018,왕웨이중,NC,투수,25,25,141 2/3,2,2,5,21,0,0.929,0,0,0,-
2611,2018,정수민,NC,투수,25,7,58,0,0,3,5,0,1.000,0,0,0,-
2612,2018,강진성,NC,좌익수,23,10,110,0,0,24,0,0,1.000,0,0,0,-
2613,2018,박광열,NC,포수,23,6,88 1/3,1,0,69,6,0,0.987,0,6,3,33.3
2614,2018,이형범,NC,투수,23,4,54,1,0,6,3,1,0.900,0,0,0,-
2615,2018,지석훈,NC,3루수,23,0,44 1/3,1,0,8,8,0,0.941,0,0,0,-
2616,2018,이상호,NC,3루수,22,6,81 1/3,0,0,7,15,2,1.000,0,0,0,-
2617,2018,이우성,NC,우익수,22,15,125,1,0,30,0,0,0.968,0,0,0,-
2618,2018,김건태,NC,투수,21,9,53,1,0,0,5,0,0.833,0,0,0,-
2619,2018,장현식,NC,투수,21,0,26 2/3,0,0,2,3,0,1.000,0,0,0,-
2620,2018,노성호,NC,투수,20,4,32 2/3,1,0,0,2,0,0.667,0,0,0,-
2621,2018,신진호,NC,포수,20,8,73,2,0,56,2,0,0.967,2,7,0,0.0
2622,2018,지석훈,NC,2루수,19,8,83 1/3,2,0,22,24,5,0.958,0,0,0,-
2623,2018,최금강,NC,투수,19,4,37 1/3,0,0,2,3,0,1.000,0,0,0,-
2624,2018,이원재,NC,좌익수,16,11,87,1,0,25,0,0,0.962,0,0,0,-
2625,2018,이원재,NC,1루수,12,5,52 2/3,1,0,41,6,5,0.979,0,0,0,-
2626,2018,이재율,NC,좌익수,12,6,61,0,0,21,0,0,1.000,0,0,0,-
2627,2018,김찬형,NC,3루수,11,5,56 2/3,0,0,3,18,1,1.000,0,0,0,-
2628,2018,박진우,NC,투수,11,1,19 2/3,1,0,1,3,0,0.800,0,0,0,-
2629,2018,김찬형,NC,2루수,10,3,43,0,0,11,17,3,1.000,0,0,0,-
2630,2018,도태훈,NC,2루수,10,4,40 2/3,0,0,13,16,4,1.000,0,0,0,-
2631,2018,도태훈,NC,3루수,9,2,32,0,0,6,7,1,1.000,0,0,0,-
2632,2018,윤병호,NC,중견수,9,5,46 2/3,1,0,15,1,1,0.941,0,0,0,-
2633,2018,이재율,NC,중견수,9,1,30,0,0,7,0,0,1.000,0,0,0,-
2634,2018,김태진,NC,3루수,8,5,40 1/3,3,0,2,8,1,0.769,0,0,0,-
2635,2018,민태호,NC,투수,8,0,9 2/3,0,0,2,5,1,1.000,0,0,0,-
2636,2018,박헌욱,NC,중견수,8,6,49,1,0,9,0,0,0.900,0,0,0,-
2637,2018,윤병호,NC,좌익수,8,4,39 2/3,0,0,6,1,0,1.000,0,0,0,-
2638,2018,임창민,NC,투수,8,0,7,1,0,0,0,0,0.000,0,0,0,-
2639,2018,이종욱,NC,중견수,7,7,44,0,0,8,2,2,1.000,0,0,0,-
2640,2018,로맥,SK,1루수,132,124,1078 2/3,8,0,1026,68,90,0.993,0,0,0,-
2641,2018,이재원,SK,포수,119,109,846 2/3,11,2,774,48,6,0.987,5,72,18,20.0
2642,2018,최정,SK,3루수,109,104,901 2/3,11,0,64,184,17,0.958,0,0,0,-
2643,2018,한동민,SK,우익수,102,92,755 1/3,1,0,186,5,0,0.995,0,0,0,-
2644,2018,김성현,SK,2루수,94,72,666 2/3,8,0,143,208,54,0.978,0,0,0,-
2645,2018,이성우,SK,포수,88,31,360 2/3,0,0,315,18,6,1.000,1,19,9,32.1
2646,2018,김동엽,SK,좌익수,80,71,580 1/3,3,0,102,3,0,0.972,0,0,0,-
2647,2018,나주환,SK,유격수,80,70,590 2/3,11,0,93,192,41,0.963,0,0,0,-
2648,2018,김강민,SK,중견수,79,62,561,2,0,126,2,0,0.985,0,0,0,-
2649,2018,노수광,SK,중견수,66,59,492,1,0,134,1,0,0.993,0,0,0,-
2650,2018,김태훈,SK,투수,61,4,94,3,0,6,16,2,0.880,0,0,0,-
2651,2018,강승호,SK,2루수,59,50,424 1/3,9,0,119,149,46,0.968,0,0,0,-
2652,2018,노수광,SK,좌익수,58,41,362 1/3,0,0,62,5,0,1.000,0,0,0,-
2653,2018,신재웅,SK,투수,54,0,52,1,1,1,10,1,0.917,0,0,0,-
2654,2018,최항,SK,2루수,53,43,333 2/3,8,0,68,117,22,0.959,0,0,0,-
2655,2018,정영일,SK,투수,51,0,44,0,1,4,6,0,1.000,0,0,0,-
2656,2018,박정배,SK,투수,49,0,44 2/3,0,0,2,1,0,1.000,0,0,0,-
2657,2018,김성현,SK,유격수,48,45,355,9,0,51,112,27,0.948,0,0,0,-
2658,2018,서진용,SK,투수,48,0,50,0,0,1,5,0,1.000,0,0,0,-
2659,2018,윤희상,SK,투수,46,1,51,0,1,1,4,1,1.000,0,0,0,-
2660,2018,박성한,SK,유격수,37,13,156 2/3,6,0,26,57,11,0.933,0,0,0,-
2661,2018,박승욱,SK,유격수,37,16,172 1/3,2,0,30,54,14,0.977,0,0,0,-
2662,2018,박희수,SK,투수,35,0,33,0,1,2,6,0,1.000,0,0,0,-
2663,2018,정진기,SK,우익수,35,14,146 1/3,0,0,36,1,0,1.000,0,0,0,-
2664,2018,이승진,SK,투수,34,2,41 1/3,0,0,3,1,0,1.000,0,0,0,-
2665,2018,정진기,SK,중견수,33,20,196 2/3,3,0,38,0,0,0.927,0,0,0,-
2666,2018,나주환,SK,3루수,32,13,131 1/3,1,0,11,28,2,0.975,0,0,0,-
2667,2018,노수광,SK,우익수,32,19,174 1/3,1,0,35,1,0,0.973,0,0,0,-
2668,2018,문승원,SK,투수,31,27,150 2/3,1,0,7,18,3,0.962,0,0,0,-
2669,2018,박종훈,SK,투수,30,30,159 1/3,2,0,7,26,1,0.943,0,0,0,-
2670,2018,산체스,SK,투수,29,26,145 1/3,1,0,7,16,0,0.958,0,0,0,-
2671,2018,채병용,SK,투수,29,0,30,0,0,0,3,0,1.000,0,0,0,-
2672,2018,켈리,SK,투수,28,28,158 1/3,1,0,7,12,0,0.950,0,0,0,-
2673,2018,김광현,SK,투수,25,25,136,2,0,6,16,1,0.917,0,0,0,-
2674,2018,김재현,SK,좌익수,24,6,86 2/3,1,0,23,0,0,0.958,0,0,0,-
2675,2018,김재현,SK,우익수,23,6,74 1/3,0,0,18,1,1,1.000,0,0,0,-
2676,2018,허도환,SK,포수,23,4,67 1/3,0,0,66,4,2,1.000,0,4,1,20.0
2677,2018,최항,SK,3루수,22,11,94 2/3,1,0,9,17,1,0.963,0,0,0,-
2678,2018,정진기,SK,좌익수,19,10,100 1/3,2,0,23,0,0,0.920,0,0,0,-
2679,2018,백인식,SK,투수,18,0,14 1/3,0,0,0,0,0,-,0,0,0,-
2680,2018,나주환,SK,1루수,16,6,75,0,0,55,6,8,1.000,0,0,0,-
2681,2018,전유수,SK,투수,16,0,18,0,0,2,1,0,1.000,0,0,0,-
2682,2018,강승호,SK,3루수,15,4,60,2,0,2,8,0,0.833,0,0,0,-
2683,2018,김택형,SK,투수,14,0,11 2/3,0,0,1,2,0,1.000,0,0,0,-
2684,2018,나주환,SK,2루수,14,9,88,1,0,19,35,11,0.982,0,0,0,-
2685,2018,정의윤,SK,우익수,14,9,85,0,0,22,1,0,1.000,0,0,0,-
2686,2018,정의윤,SK,좌익수,13,9,83,1,0,12,0,0,0.923,0,0,0,-
2687,2018,로맥,SK,3루수,12,12,83,3,0,9,20,2,0.906,0,0,0,-
2688,2018,윤정우,SK,좌익수,10,5,42,0,0,5,0,0,1.000,0,0,0,-
2689,2018,최승준,SK,1루수,10,6,50 2/3,2,0,47,2,7,0.961,0,0,0,-
2690,2018,김재현,SK,중견수,7,3,22,0,0,5,0,0,1.000,0,0,0,-
2691,2018,김주한,SK,투수,7,0,6,1,0,0,1,0,0.500,0,0,0,-
2692,2018,최항,SK,1루수,7,4,31 1/3,1,0,26,4,3,0.968,0,0,0,-
2693,2018,남윤성,SK,투수,6,0,8 2/3,0,0,0,2,0,1.000,0,0,0,-
2694,2018,박승욱,SK,2루수,6,1,13,1,0,3,5,1,0.889,0,0,0,-
2695,2018,박정권,SK,1루수,6,4,35,0,0,40,2,5,1.000,0,0,0,-
2696,2018,윤정우,SK,우익수,6,3,27,1,0,9,0,0,0.900,0,0,0,-
2697,2018,임준혁,SK,투수,6,0,7 1/3,0,0,0,1,0,1.000,0,0,0,-
2698,2018,강지광,SK,투수,4,0,3,0,0,0,1,0,1.000,0,0,0,-
2699,2018,조용호,SK,좌익수,4,2,20,0,0,7,0,0,1.000,0,0,0,-
2700,2019,박세혁,두산,포수,135,128,1071 2/3,8,0,786,55,5,0.991,4,85,23,21.3
2701,2019,허경민,두산,3루수,132,124,1080,8,0,86,193,18,0.972,0,0,0,-
2702,2019,김재호,두산,유격수,130,116,993 1/3,10,0,158,339,67,0.980,0,0,0,-
2703,2019,오재일,두산,1루수,126,119,1044,4,0,1031,76,100,0.996,0,0,0,-
2704,2019,김재환,두산,좌익수,124,124,1010,0,0,228,5,1,1.000,0,0,0,-
2705,2019,박건우,두산,우익수,122,113,947 1/3,3,0,233,2,1,0.987,0,0,0,-
2706,2019,정수빈,두산,중견수,121,114,1012 2/3,3,0,302,4,1,0.990,0,0,0,-
2707,2019,오재원,두산,2루수,88,44,480 2/3,7,0,122,160,45,0.976,0,0,0,-
2708,2019,윤명준,두산,투수,69,0,68 1/3,0,0,6,10,2,1.000,0,0,0,-
2709,2019,최주환,두산,2루수,68,64,474,2,0,94,168,36,0.992,0,0,0,-
2710,2019,이형범,두산,투수,67,0,61,2,0,3,12,1,0.882,0,0,0,-
2711,2019,박치국,두산,투수,61,0,52,1,1,2,9,0,0.917,0,0,0,-
2712,2019,함덕주,두산,투수,61,0,54 2/3,0,0,1,9,1,1.000,0,0,0,-
2713,2019,권혁,두산,투수,57,0,36 2/3,0,0,3,6,1,1.000,0,0,0,-
2714,2019,김승회,두산,투수,55,0,58 2/3,0,2,7,9,0,1.000,0,0,0,-
2715,2019,류지혁,두산,유격수,54,26,266,8,0,43,77,21,0.938,0,0,0,-
2716,2019,류지혁,두산,2루수,46,28,243 2/3,2,0,66,84,14,0.987,0,0,0,-
2717,2019,배영수,두산,투수,37,0,45 1/3,1,0,5,7,0,0.923,0,0,0,-
2718,2019,장승현,두산,포수,34,8,119,0,0,69,7,1,1.000,1,5,3,37.5
2719,2019,최원준,두산,투수,34,3,54 1/3,1,2,2,7,0,0.900,0,0,0,-
2720,2019,린드블럼,두산,투수,30,30,194 2/3,2,1,13,10,0,0.920,0,0,0,-
2721,2019,류지혁,두산,3루수,29,17,148,1,0,20,29,6,0.980,0,0,0,-
2722,2019,이영하,두산,투수,29,27,163 1/3,3,1,4,22,0,0.897,0,0,0,-
2723,2019,정진호,두산,좌익수,29,5,88 1/3,0,0,19,1,0,1.000,0,0,0,-
2724,2019,유희관,두산,투수,28,27,166 1/3,1,1,1,21,2,0.957,0,0,0,-
2725,2019,이용찬,두산,투수,26,26,148 1/3,3,0,11,22,4,0.917,0,0,0,-
2726,2019,이흥련,두산,포수,23,8,91,0,0,47,4,0,1.000,0,6,3,33.3
2727,2019,정진호,두산,우익수,22,10,104,0,0,24,1,0,1.000,0,0,0,-
2728,2019,후랭코프,두산,투수,22,22,117 1/3,1,0,10,13,1,0.958,0,0,0,-
2729,2019,류지혁,두산,1루수,17,0,27 1/3,0,0,20,6,2,1.000,0,0,0,-
2730,2019,백동훈,두산,우익수,17,3,57,0,0,25,0,0,1.000,0,0,0,-
2731,2019,김인태,두산,좌익수,16,8,90,0,0,25,0,0,1.000,0,0,0,-
2732,2019,이현호,두산,투수,16,8,40 1/3,1,0,1,1,0,0.667,0,0,0,-
2733,2019,김경호,두산,좌익수,15,1,37,0,0,6,0,0,1.000,0,0,0,-
2734,2019,페르난데스,두산,1루수,15,15,117,3,0,105,3,14,0.973,0,0,0,-
2735,2019,신성현,두산,1루수,14,7,66,1,0,66,6,5,0.986,0,0,0,-
2736,2019,정병곤,두산,2루수,13,5,50 2/3,0,0,11,18,4,1.000,0,0,0,-
2737,2019,국해성,두산,우익수,12,8,66,2,0,13,0,0,0.867,0,0,0,-
2738,2019,김대한,두산,중견수,12,4,47,1,0,19,1,0,0.952,0,0,0,-
2739,2019,백동훈,두산,좌익수,12,2,29 2/3,0,0,9,0,0,1.000,0,0,0,-
2740,2019,백동훈,두산,중견수,12,5,52 1/3,0,0,21,0,0,1.000,0,0,0,-
2741,2019,박건우,두산,중견수,11,8,55,0,0,17,0,0,1.000,0,0,0,-
2742,2019,정진호,두산,중견수,10,9,79,0,0,18,0,0,1.000,0,0,0,-
2743,2019,김인태,두산,우익수,9,9,70,0,0,23,0,0,1.000,0,0,0,-
2744,2019,이유찬,두산,2루수,9,2,23,1,0,5,9,0,0.933,0,0,0,-
2745,2019,이현승,두산,투수,9,0,6,0,0,0,1,0,1.000,0,0,0,-
2746,2019,김경호,두산,우익수,7,0,13 1/3,0,0,5,0,0,1.000,0,0,0,-
2747,2019,김경호,두산,중견수,7,3,23 2/3,0,0,6,0,0,1.000,0,0,0,-
2748,2019,장원준,두산,투수,6,0,2,0,0,0,0,0,-,0,0,0,-
2749,2019,강동연,두산,투수,5,0,5,0,0,0,1,0,1.000,0,0,0,-
2750,2019,신성현,두산,중견수,5,1,13,0,0,4,0,0,1.000,0,0,0,-
2751,2019,신성현,두산,좌익수,4,1,10 2/3,0,0,2,0,0,1.000,0,0,0,-
2752,2019,신성현,두산,3루수,4,0,7,0,0,1,1,0,1.000,0,0,0,-
2753,2019,신성현,두산,우익수,4,1,14,0,0,4,0,0,1.000,0,0,0,-
2754,2019,이유찬,두산,3루수,4,1,10 2/3,0,0,0,1,0,1.000,0,0,0,-
2755,2019,최주환,두산,3루수,4,2,23,0,0,0,4,0,1.000,0,0,0,-
2756,2019,서예일,두산,유격수,3,0,2 1/3,0,0,0,0,0,-,0,0,0,-
2757,2019,서예일,두산,2루수,3,0,5,0,0,1,2,0,1.000,0,0,0,-
2758,2019,정병곤,두산,유격수,3,2,21,1,0,3,7,0,0.909,0,0,0,-
2759,2019,최주환,두산,1루수,3,3,25,1,0,25,0,4,0.962,0,0,0,-
2760,2019,전준우,롯데,좌익수,134,133,1148,4,0,233,7,2,0.984,0,0,0,-
2761,2019,손아섭,롯데,우익수,129,125,1066 2/3,4,0,251,6,2,0.985,0,0,0,-
2762,2019,신본기,롯데,유격수,118,108,906 2/3,15,0,161,272,56,0.967,0,0,0,-
2763,2019,나종덕,롯데,포수,103,66,556 2/3,5,1,474,42,7,0.990,1,40,24,37.5
2764,2019,민병헌,롯데,중견수,97,90,775,2,0,194,5,1,0.990,0,0,0,-
2765,2019,고효준,롯데,투수,75,0,62 1/3,3,0,1,5,0,0.667,0,0,0,-
2766,2019,안중열,롯데,포수,73,42,381 2/3,5,1,286,31,2,0.984,7,26,8,23.5
2767,2019,진명호,롯데,투수,60,0,63 1/3,0,0,6,9,1,1.000,0,0,0,-
2768,2019,오윤석,롯데,1루수,55,26,291,3,0,231,23,26,0.988,0,0,0,-
2769,2019,손승락,롯데,투수,53,0,52 2/3,1,0,3,9,0,0.923,0,0,0,-
2770,2019,채태인,롯데,1루수,53,45,342 1/3,1,0,338,25,30,0.997,0,0,0,-
2771,2019,강로한,롯데,유격수,52,28,261 2/3,12,0,45,78,25,0.911,0,0,0,-
2772,2019,윌슨,롯데,3루수,51,48,415,4,0,35,70,8,0.963,0,0,0,-
2773,2019,아수아헤,롯데,2루수,48,43,385 2/3,3,0,96,120,24,0.986,0,0,0,-
2774,2019,한동희,롯데,3루수,45,40,346 1/3,8,0,29,75,8,0.929,0,0,0,-
2775,2019,박시영,롯데,투수,43,6,61 2/3,0,0,4,4,0,1.000,0,0,0,-
2776,2019,김준태,롯데,포수,42,26,236,2,1,216,14,0,0.991,3,20,2,9.1
2777,2019,정훈,롯데,1루수,42,25,238 2/3,1,0,218,14,25,0.996,0,0,0,-
2778,2019,구승민,롯데,투수,41,0,36,1,0,2,1,0,0.750,0,0,0,-
2779,2019,박진형,롯데,투수,41,0,40 1/3,1,0,1,4,0,0.833,0,0,0,-
2780,2019,강로한,롯데,2루수,38,33,264 2/3,5,0,60,118,25,0.973,0,0,0,-
2781,2019,김건국,롯데,투수,36,5,63 1/3,0,3,7,8,0,1.000,0,0,0,-
2782,2019,서준원,롯데,투수,33,16,97,0,0,10,15,1,1.000,0,0,0,-
2783,2019,정성종,롯데,투수,32,0,49 2/3,1,0,6,5,1,0.917,0,0,0,-
2784,2019,레일리,롯데,투수,30,30,181,3,1,16,28,1,0.936,0,0,0,-
2785,2019,오윤석,롯데,2루수,30,24,176 1/3,1,0,44,60,12,0.990,0,0,0,-
2786,2019,고승민,롯데,2루수,29,19,185,2,0,49,65,18,0.983,0,0,0,-
2787,2019,다익손,롯데,투수,29,28,149 1/3,2,0,5,12,0,0.895,0,0,0,-
2788,2019,김원중,롯데,투수,28,17,102 1/3,0,0,3,12,1,1.000,0,0,0,-
2789,2019,강로한,롯데,3루수,27,23,183 1/3,3,0,18,39,1,0.950,0,0,0,-
2790,2019,장시환,롯데,투수,27,27,125 1/3,0,0,5,10,3,1.000,0,0,0,-
2791,2019,정훈,롯데,중견수,27,17,156 1/3,2,0,43,0,0,0.956,0,0,0,-
2792,2019,박근홍,롯데,투수,24,0,17 2/3,0,0,0,2,0,1.000,0,0,0,-
2793,2019,김동한,롯데,2루수,22,14,124,2,0,26,39,11,0.970,0,0,0,-
2794,2019,이대호,롯데,1루수,21,20,147 2/3,1,0,140,17,16,0.994,0,0,0,-
2795,2019,김문호,롯데,중견수,18,12,99 1/3,1,0,19,0,0,0.950,0,0,0,-
2796,2019,조홍석,롯데,중견수,17,3,44 1/3,0,0,9,0,0,1.000,0,0,0,-
2797,2019,나경민,롯데,중견수,16,7,77,0,0,21,0,0,1.000,0,0,0,-
2798,2019,문규현,롯데,3루수,16,11,105,2,0,7,35,3,0.955,0,0,0,-
2799,2019,오현택,롯데,투수,15,0,12 2/3,0,0,1,2,0,1.000,0,0,0,-
2800,2019,정보근,롯데,포수,15,10,89 2/3,0,0,72,7,1,1.000,0,5,4,44.4
2801,2019,최영환,롯데,투수,15,0,19 2/3,0,1,4,1,0,1.000,0,0,0,-
2802,2019,허일,롯데,중견수,15,13,96,1,0,18,0,0,0.947,0,0,0,-
2803,2019,문규현,롯데,유격수,14,3,34,1,0,6,12,3,0.947,0,0,0,-
2804,2019,배성근,롯데,2루수,14,5,61,1,0,16,20,6,0.973,0,0,0,-
2805,2019,윌슨,롯데,1루수,13,12,104,0,0,100,11,9,1.000,0,0,0,-
2806,2019,박세웅,롯데,투수,12,12,60,0,0,4,9,1,1.000,0,0,0,-
2807,2019,배성근,롯데,3루수,12,3,33 1/3,2,0,2,1,0,0.600,0,0,0,-
