,연도,선수이름,팀명,포지션,경기,선발경기,이닝,실책,견제사,자살,보살,병살,수비율,포일,도루허용,도루저지,도루저지율
2223,2018,신본기,롯데,2루수,23,10,102 2/3,1,0,28,32,8,0.984,0,0,0,-
2224,2018,김문호,롯데,좌익수,22,14,132,2,0,27,0,0,0.931,0,0,0,-
2225,2018,송승준,롯데,투수,22,15,79,0,0,3,9,0,1.000,0,0,0,-
2226,2018,박시영,롯데,투수,21,1,26 1/3,0,0,5,2,0,1.000,0,0,0,-
2227,2018,나원탁,롯데,포수,18,3,55,2,0,53,3,0,0.966,1,5,1,16.7
2228,2018,윤성빈,롯데,투수,18,10,50 2/3,0,0,2,3,0,1.000,0,0,0,-
2229,2018,조홍석,롯데,중견수,17,12,98 1/3,0,0,22,1,0,1.000,0,0,0,-
2230,2018,나경민,롯데,우익수,16,0,25,0,0,8,0,0,1.000,0,0,0,-
2231,2018,김동한,롯데,2루수,15,3,48,0,0,6,21,3,1.000,0,0,0,-
2232,2018,전병우,롯데,3루수,15,10,96,0,0,10,12,1,1.000,0,0,0,-
2233,2018,박세웅,롯데,투수,14,12,49,0,0,4,6,0,1.000,0,0,0,-
2234,2018,박진형,롯데,투수,13,0,13,0,0,0,3,0,1.000,0,0,0,-
2235,2018,나경민,롯데,좌익수,10,1,18,0,0,2,0,0,1.000,0,0,0,-
2236,2018,전병우,롯데,2루수,10,3,37 1/3,1,0,12,16,3,0.966,0,0,0,-
2237,2018,정성종,롯데,투수,10,0,19,0,0,1,1,0,1.000,0,0,0,-
2238,2018,황진수,롯데,3루수,10,3,43,2,0,3,9,1,0.857,0,0,0,-
2239,2018,이병규,롯데,1루수,8,5,38 1/3,0,0,31,1,2,1.000,0,0,0,-
2240,2018,이대호,롯데,3루수,7,3,30 2/3,0,0,1,5,0,1.000,0,0,0,-
2241,2018,정훈,롯데,2루수,7,1,19 2/3,0,0,5,4,1,1.000,0,0,0,-
2242,2018,조정훈,롯데,투수,7,0,4 1/3,0,0,1,0,0,1.000,0,0,0,-
2243,2018,전병우,롯데,유격수,6,2,24 2/3,0,0,4,4,2,1.000,0,0,0,-
2244,2018,김건국,롯데,투수,5,1,10 2/3,1,0,0,2,1,0.667,0,0,0,-
2245,2018,김대우,롯데,투수,5,0,3 1/3,0,0,0,1,0,1.000,0,0,0,-
2246,2018,문규현,롯데,1루수,5,0,9,0,0,6,0,0,1.000,0,0,0,-
2247,2018,조홍석,롯데,좌익수,5,1,14,0,0,3,1,0,1.000,0,0,0,-
2248,2018,조홍석,롯데,우익수,5,0,12,0,0,4,0,0,1.000,0,0,0,-
2249,2018,오윤석,롯데,3루수,4,2,22,0,0,2,2,0,1.000,0,0,0,-
2250,2018,박해민,삼성,중견수,141,134,1198 2/3,2,0,344,4,1,0.994,0,0,0,-
2251,2018,김헌곤,삼성,좌익수,130,115,1039 1/3,0,0,232,14,5,1.000,0,0,0,-
2252,2018,김상수,삼성,유격수,120,120,989,16,0,164,288,68,0.966,0,0,0,-
2253,2018,이원석,삼성,3루수,119,117,965 2/3,9,0,87,173,13,0.967,0,0,0,-
2254,2018,러프,삼성,1루수,113,111,953 1/3,6,0,847,65,88,0.993,0,0,0,-
2255,2018,강민호,삼성,포수,109,106,857 2/3,8,1,753,35,7,0.990,4,63,20,24.1
2256,2018,구자욱,삼성,우익수,94,93,789 2/3,4,0,164,11,1,0.978,0,0,0,-
2257,2018,손주인,삼성,2루수,76,67,512 1/3,5,0,105,175,35,0.982,0,0,0,-
2258,2018,강한울,삼성,2루수,75,52,495 2/3,4,0,109,154,42,0.985,0,0,0,-
2259,2018,이지영,삼성,포수,73,36,389 1/3,4,0,366,21,5,0.990,3,32,8,20.0
2260,2018,최충연,삼성,투수,70,0,85,0,0,2,6,0,1.000,0,0,0,-
2261,2018,장필준,삼성,투수,60,0,66 1/3,0,0,4,4,1,1.000,0,0,0,-
2262,2018,심창민,삼성,투수,59,0,66 1/3,0,0,1,7,0,1.000,0,0,0,-
2263,2018,김성훈,삼성,2루수,53,22,240 1/3,3,0,58,57,16,0.975,0,0,0,-
2264,2018,우규민,삼성,투수,48,0,58 2/3,1,2,3,10,2,0.929,0,0,0,-
2265,2018,권오준,삼성,투수,47,0,43 1/3,0,0,0,3,0,1.000,0,0,0,-
2266,2018,김성훈,삼성,유격수,46,17,225 1/3,1,0,42,71,19,0.991,0,0,0,-
2267,2018,임현준,삼성,투수,40,0,27 2/3,0,0,2,5,0,1.000,0,0,0,-
2268,2018,한기주,삼성,투수,33,1,39,0,0,2,5,0,1.000,0,0,0,-
2269,2018,배영섭,삼성,좌익수,31,21,165,1,0,34,0,0,0.971,0,0,0,-
2270,2018,아델만,삼성,투수,31,31,171,1,0,11,28,2,0.975,0,0,0,-
2271,2018,박찬도,삼성,우익수,30,11,152 2/3,0,0,25,1,1,1.000,0,0,0,-
2272,2018,보니야,삼성,투수,29,29,168,3,0,12,28,2,0.930,0,0,0,-
2273,2018,김승현,삼성,투수,28,0,32 1/3,1,0,1,2,0,0.750,0,0,0,-
2274,2018,박한이,삼성,우익수,28,24,210,0,0,50,1,1,1.000,0,0,0,-
2275,2018,손주인,삼성,3루수,27,13,154,0,0,14,29,3,1.000,0,0,0,-
2276,2018,백정현,삼성,투수,25,23,125 2/3,0,1,3,21,0,1.000,0,0,0,-
2277,2018,최영진,삼성,1루수,25,13,134,1,0,122,5,13,0.992,0,0,0,-
2278,2018,윤성환,삼성,투수,24,24,117 1/3,0,0,7,11,0,1.000,0,0,0,-
2279,2018,박근홍,삼성,투수,22,0,23,1,0,4,1,0,0.833,0,0,0,-
2280,2018,최영진,삼성,3루수,20,12,119 1/3,2,0,9,16,3,0.926,0,0,0,-
2281,2018,양창섭,삼성,투수,19,17,87 1/3,0,1,3,10,0,1.000,0,0,0,-
2282,2018,이승현,삼성,투수,19,0,17,0,0,0,2,0,1.000,0,0,0,-
2283,2018,정인욱,삼성,투수,19,0,31,0,0,1,4,0,1.000,0,0,0,-
2284,2018,김헌곤,삼성,우익수,16,14,99,0,0,24,0,0,1.000,0,0,0,-
2285,2018,조동찬,삼성,1루수,14,6,67,0,0,61,3,6,1.000,0,0,0,-
2286,2018,김성훈,삼성,3루수,12,1,33 1/3,0,0,6,10,3,1.000,0,0,0,-
2287,2018,박한이,삼성,좌익수,12,8,74,0,0,8,0,0,1.000,0,0,0,-
2288,2018,박찬도,삼성,중견수,11,5,41,0,0,9,0,0,1.000,0,0,0,-
2289,2018,백승민,삼성,1루수,9,7,64,1,0,51,3,6,0.982,0,0,0,-
2290,2018,김대우,삼성,투수,8,7,36 1/3,1,0,0,5,0,0.833,0,0,0,-
2291,2018,김헌곤,삼성,중견수,8,5,39,0,0,10,0,0,1.000,0,0,0,-
2292,2018,장원삼,삼성,투수,8,8,38,0,0,0,7,0,1.000,0,0,0,-
2293,2018,최채흥,삼성,투수,8,4,28,0,0,2,3,2,1.000,0,0,0,-
2294,2018,김민수,삼성,포수,7,0,14 1/3,0,0,15,0,0,1.000,0,0,0,-
2295,2018,배영섭,삼성,우익수,7,1,20,0,0,2,0,0,1.000,0,0,0,-
2296,2018,권정웅,삼성,포수,6,2,23,0,0,18,0,0,1.000,0,5,0,0.0
2297,2018,김호재,삼성,유격수,6,2,21,2,0,3,2,1,0.714,0,0,0,-
2298,2018,이원석,삼성,1루수,6,5,47,0,0,36,6,1,1.000,0,0,0,-
2299,2018,정병곤,삼성,유격수,6,5,42,0,0,5,12,4,1.000,0,0,0,-
2300,2018,최지광,삼성,투수,6,0,8 2/3,0,0,1,1,0,1.000,0,0,0,-
2301,2018,최원제,삼성,1루수,5,2,18,0,0,11,2,0,1.000,0,0,0,-
2302,2018,김시현,삼성,투수,4,0,5,0,0,0,1,0,1.000,0,0,0,-
2303,2018,김용하,삼성,투수,4,0,3,1,0,0,0,0,0.000,0,0,0,-
2304,2018,김호재,삼성,2루수,4,0,5,0,0,0,0,0,-,0,0,0,-
2305,2018,박찬도,삼성,좌익수,3,0,3,0,0,0,0,0,-,0,0,0,-
2306,2018,백상원,삼성,2루수,3,1,11,0,0,2,4,0,1.000,0,0,0,-
2307,2018,이성곤,삼성,우익수,3,1,13,0,0,3,0,0,1.000,0,0,0,-
2308,2018,강한울,삼성,유격수,2,0,3,0,0,0,0,0,-,0,0,0,-
2309,2018,김재현,삼성,유격수,2,0,3,0,0,0,1,1,1.000,0,0,0,-
2310,2018,하주석,한화,유격수,141,132,1142 2/3,18,0,194,348,80,0.968,0,0,0,-
2311,2018,이용규,한화,중견수,133,128,1069 2/3,6,0,260,5,2,0.978,0,0,0,-
2312,2018,호잉,한화,우익수,130,129,1098 2/3,3,0,240,9,1,0.988,0,0,0,-
2313,2018,최재훈,한화,포수,126,95,830 2/3,5,0,747,48,14,0.994,7,52,25,32.5
2314,2018,송광민,한화,3루수,94,89,738 1/3,10,0,48,149,18,0.952,0,0,0,-
2315,2018,지성준,한화,포수,84,48,433,3,0,400,31,6,0.993,4,31,8,20.5
2316,2018,박상원,한화,투수,69,0,59 2/3,0,0,4,8,2,1.000,0,0,0,-
2317,2018,송은범,한화,투수,68,0,79 1/3,2,1,5,19,2,0.923,0,0,0,-
2318,2018,정은원,한화,2루수,68,41,402 2/3,3,0,78,124,33,0.985,0,0,0,-
2319,2018,양성우,한화,좌익수,66,52,458,1,0,102,3,1,0.991,0,0,0,-
2320,2018,강경학,한화,2루수,63,54,468 2/3,1,0,109,149,38,0.996,0,0,0,-
2321,2018,이태양,한화,투수,63,0,79 1/3,1,0,5,6,1,0.917,0,0,0,-
2322,2018,이성열,한화,1루수,58,54,444 2/3,4,0,397,32,37,0.991,0,0,0,-
2323,2018,서균,한화,투수,56,0,37 1/3,1,0,1,6,1,0.875,0,0,0,-
2324,2018,김범수,한화,투수,55,3,48 1/3,0,1,0,7,0,1.000,0,0,0,-
2325,2018,정우람,한화,투수,55,0,53 1/3,0,0,3,4,1,1.000,0,0,0,-
2326,2018,안영명,한화,투수,53,1,66,0,0,3,7,1,1.000,0,0,0,-
2327,2018,오선진,한화,3루수,41,27,248,4,0,17,42,6,0.937,0,0,0,-
2328,2018,최진행,한화,좌익수,41,29,257 2/3,1,0,62,0,0,0.984,0,0,0,-
2329,2018,정근우,한화,2루수,39,38,303,9,0,72,94,27,0.949,0,0,0,-
2330,2018,장민재,한화,투수,34,3,59 2/3,1,0,5,5,0,0.909,0,0,0,-
2331,2018,정근우,한화,1루수,33,33,262,2,0,238,22,32,0.992,0,0,0,-
2332,2018,김민하,한화,좌익수,31,14,128 1/3,0,0,28,1,1,1.000,0,0,0,-
2333,2018,김회성,한화,3루수,31,15,153 2/3,0,0,13,30,3,1.000,0,0,0,-
2334,2018,백창수,한화,좌익수,30,17,157 2/3,2,0,23,2,0,0.926,0,0,0,-
2335,2018,샘슨,한화,투수,30,29,161 2/3,1,1,16,20,1,0.973,0,0,0,-
2336,2018,김재영,한화,투수,29,21,111 1/3,1,1,10,23,3,0.971,0,0,0,-
2337,2018,김회성,한화,1루수,26,7,91,0,0,74,7,3,1.000,0,0,0,-
2338,2018,백창수,한화,1루수,25,13,140,2,0,125,13,15,0.986,0,0,0,-
2339,2018,김민우,한화,투수,23,20,99 1/3,2,1,4,5,0,0.818,0,0,0,-
2340,2018,정은원,한화,유격수,23,4,57,1,0,12,18,4,0.968,0,0,0,-
2341,2018,박주홍,한화,투수,22,0,18 2/3,0,0,0,1,0,1.000,0,0,0,-
2342,2018,송광민,한화,1루수,19,18,154,2,0,146,14,10,0.988,0,0,0,-
2343,2018,휠러,한화,투수,19,19,101 2/3,0,3,1,17,2,1.000,0,0,0,-
2344,2018,김민하,한화,중견수,18,4,62,0,0,22,0,0,1.000,0,0,0,-
2345,2018,김태균,한화,1루수,18,18,145,2,0,127,10,13,0.986,0,0,0,-
2346,2018,윤규진,한화,투수,18,17,84,0,0,6,6,0,1.000,0,0,0,-
2347,2018,오선진,한화,2루수,17,10,79 2/3,1,0,10,27,5,0.974,0,0,0,-
2348,2018,이성열,한화,좌익수,17,17,128,0,0,26,0,0,1.000,0,0,0,-
2349,2018,권혁,한화,투수,16,0,11,0,0,0,1,0,1.000,0,0,0,-
2350,2018,장진혁,한화,좌익수,16,6,60 1/3,0,0,10,1,0,1.000,0,0,0,-
2351,2018,김태연,한화,3루수,13,4,50,2,0,1,4,0,0.714,0,0,0,-
2352,2018,송창식,한화,투수,12,0,12 2/3,1,0,0,1,0,0.500,0,0,0,-
2353,2018,장진혁,한화,중견수,12,0,25,0,0,9,1,0,1.000,0,0,0,-
2354,2018,헤일,한화,투수,12,12,66 1/3,1,0,3,12,1,0.938,0,0,0,-
2355,2018,김민하,한화,우익수,11,7,59,0,0,19,0,0,1.000,0,0,0,-
2356,2018,배영수,한화,투수,11,11,55 2/3,0,2,3,6,0,1.000,0,0,0,-
2357,2018,이동훈,한화,중견수,11,4,48,0,0,10,0,0,1.000,0,0,0,-
2358,2018,정은원,한화,3루수,11,7,61,1,0,9,8,2,0.944,0,0,0,-
2359,2018,김성훈,한화,투수,10,5,27 2/3,1,0,1,0,0,0.500,0,0,0,-
2360,2018,임준섭,한화,투수,10,0,8 1/3,0,0,0,1,0,1.000,0,0,0,-
2361,2018,백창수,한화,우익수,9,1,28,0,0,5,0,0,1.000,0,0,0,-
2362,2018,이동훈,한화,좌익수,9,7,65,0,0,17,2,0,1.000,0,0,0,-
2363,2018,장진혁,한화,우익수,9,2,32 1/3,0,0,5,0,0,1.000,0,0,0,-
2364,2018,호잉,한화,중견수,9,8,63 1/3,1,0,19,0,0,0.950,0,0,0,-
2365,2018,김태연,한화,1루수,7,1,17,0,0,14,2,2,1.000,0,0,0,-
2366,2018,양성우,한화,우익수,7,2,28,0,0,4,1,0,1.000,0,0,0,-
2367,2018,강경학,한화,유격수,6,5,42 2/3,1,0,10,13,2,0.958,0,0,0,-
2368,2018,정경운,한화,3루수,5,1,15,0,0,1,5,1,1.000,0,0,0,-
2369,2018,정경운,한화,2루수,5,1,20,0,0,4,8,2,1.000,0,0,0,-
2370,2018,버나디나,KIA,중견수,129,124,1026 2/3,3,0,250,5,1,0.988,0,0,0,-
2371,2018,김선빈,KIA,유격수,126,115,962,12,0,163,293,62,0.974,0,0,0,-
2372,2018,김민식,KIA,포수,121,100,844,4,1,708,51,6,0.995,6,71,19,21.1
2373,2018,최형우,KIA,좌익수,112,108,840 2/3,4,0,189,3,1,0.980,0,0,0,-
2374,2018,안치홍,KIA,2루수,110,105,867 2/3,8,0,204,276,68,0.984,0,0,0,-
2375,2018,이범호,KIA,3루수,101,92,728,4,0,51,142,12,0.980,0,0,0,-
2376,2018,김주찬,KIA,1루수,100,95,771,3,0,741,31,76,0.996,0,0,0,-
2377,2018,이명기,KIA,우익수,99,93,743 2/3,2,0,181,4,1,0.989,0,0,0,-
2378,2018,김윤동,KIA,투수,64,0,82 2/3,2,0,2,17,0,0.905,0,0,0,-
2379,2018,한승택,KIA,포수,59,29,254 2/3,1,2,235,27,1,0.996,2,11,11,50.0
2380,2018,임기준,KIA,투수,55,0,55 2/3,2,2,2,10,1,0.857,0,0,0,-
2381,2018,이명기,KIA,좌익수,52,20,222 1/3,0,0,49,2,0,1.000,0,0,0,-
2382,2018,박준태,KIA,우익수,48,24,248,2,0,71,2,1,0.973,0,0,0,-
2383,2018,김세현,KIA,투수,40,0,40,0,0,1,7,0,1.000,0,0,0,-
2384,2018,정성훈,KIA,1루수,40,24,213,3,0,174,14,16,0.984,0,0,0,-
2385,2018,최원준,KIA,3루수,40,17,177 2/3,8,0,18,44,3,0.886,0,0,0,-
2386,2018,유승철,KIA,투수,39,0,47 1/3,0,0,1,5,0,1.000,0,0,0,-
2387,2018,임창용,KIA,투수,37,12,86 2/3,1,0,6,8,0,0.933,0,0,0,-
2388,2018,최원준,KIA,우익수,37,20,168 1/3,2,0,50,3,1,0.964,0,0,0,-
2389,2018,황인준,KIA,투수,37,2,52 2/3,1,0,3,5,0,0.889,0,0,0,-
2390,2018,팻딘,KIA,투수,36,21,129 1/3,0,0,3,11,0,1.000,0,0,0,-
2391,2018,홍재호,KIA,2루수,36,16,161 1/3,3,0,26,42,8,0.958,0,0,0,-
2392,2018,최원준,KIA,유격수,35,24,205,3,0,43,55,20,0.970,0,0,0,-
2393,2018,황윤호,KIA,유격수,35,5,101 2/3,1,0,19,38,13,0.983,0,0,0,-
2394,2018,문경찬,KIA,투수,32,0,55 1/3,0,0,3,3,0,1.000,0,0,0,-
2395,2018,류승현,KIA,3루수,31,19,156 2/3,4,0,11,34,4,0.918,0,0,0,-
2396,2018,이민우,KIA,투수,30,2,37 2/3,1,1,1,2,0,0.750,0,0,0,-
2397,2018,양현종,KIA,투수,29,29,184 1/3,0,1,3,17,0,1.000,0,0,0,-
2398,2018,임기영,KIA,투수,29,19,105,0,0,6,19,1,1.000,0,0,0,-
2399,2018,최정민,KIA,2루수,29,12,118,2,0,29,36,8,0.970,0,0,0,-
2400,2018,헥터,KIA,투수,29,29,174,0,1,5,18,2,1.000,0,0,0,-
2401,2018,백용환,KIA,포수,28,12,119 1/3,2,0,85,8,2,0.979,2,9,4,30.8
2402,2018,윤석민,KIA,투수,28,3,40,3,0,1,4,0,0.625,0,0,0,-
2403,2018,황윤호,KIA,3루수,27,0,42 2/3,0,0,1,10,1,1.000,0,0,0,-
2404,2018,정성훈,KIA,3루수,26,9,95,3,0,5,20,1,0.893,0,0,0,-
2405,2018,서동욱,KIA,1루수,22,5,69 1/3,0,0,58,4,3,1.000,0,0,0,-
2406,2018,황윤호,KIA,2루수,22,4,61,2,0,14,20,6,0.944,0,0,0,-
2407,2018,한승혁,KIA,투수,21,19,88,0,0,3,12,0,1.000,0,0,0,-
2408,2018,나지완,KIA,좌익수,20,3,42 2/3,0,0,12,0,0,1.000,0,0,0,-
2409,2018,유재신,KIA,좌익수,20,4,53 1/3,1,0,12,1,0,0.929,0,0,0,-
2410,2018,최정민,KIA,중견수,19,10,89 1/3,0,0,15,0,0,1.000,0,0,0,-
2411,2018,버나디나,KIA,우익수,18,2,47,1,0,9,0,0,0.900,0,0,0,-
2412,2018,신범수,KIA,포수,17,3,52 2/3,0,0,46,4,1,1.000,1,4,1,20.0
2413,2018,유재신,KIA,중견수,17,2,41,0,0,12,0,0,1.000,0,0,0,-
2414,2018,박준태,KIA,중견수,16,4,49,0,0,19,0,0,1.000,0,0,0,-
2415,2018,최원준,KIA,1루수,16,7,70 2/3,1,0,61,7,3,0.986,0,0,0,-
2416,2018,하준영,KIA,투수,15,0,14 2/3,0,0,2,2,0,1.000,0,0,0,-
2417,2018,박준태,KIA,좌익수,14,3,40 2/3,0,0,8,0,0,1.000,0,0,0,-
2418,2018,안치홍,KIA,1루수,13,8,72,0,0,56,3,6,1.000,0,0,0,-
2419,2018,홍재호,KIA,3루수,13,4,38 2/3,0,0,5,3,1,1.000,0,0,0,-
2420,2018,김주찬,KIA,좌익수,12,4,44,0,0,8,0,0,1.000,0,0,0,-
2421,2018,이창진,KIA,좌익수,12,6,54,0,0,16,0,0,1.000,0,0,0,-
2422,2018,박정수,KIA,투수,11,0,13 1/3,1,0,0,0,0,0.000,0,0,0,-
2423,2018,유재신,KIA,우익수,11,3,29 1/3,0,0,6,0,0,1.000,0,0,0,-
2424,2018,최원준,KIA,2루수,11,5,45 2/3,0,0,15,17,7,1.000,0,0,0,-
2425,2018,홍건희,KIA,투수,11,1,16 2/3,0,0,0,1,0,1.000,0,0,0,-
2426,2018,김유신,KIA,투수,10,2,13,0,0,1,1,0,1.000,0,0,0,-
2427,2018,이영욱,KIA,중견수,10,2,32,0,0,13,0,0,1.000,0,0,0,-
2428,2018,유민상,KIA,1루수,9,2,18,0,0,10,2,1,1.000,0,0,0,-
2429,2018,이범호,KIA,1루수,8,2,23,0,0,23,2,4,1.000,0,0,0,-
2430,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2431,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2432,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2433,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2434,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2435,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2436,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2437,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2438,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2439,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2440,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2441,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2442,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2443,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2444,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2445,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2446,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2447,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2448,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2449,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2450,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2451,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2452,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2453,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2454,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2455,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2456,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2457,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2458,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2459,2018,이창진,KIA,3루수,1,1,7,0,0,1,4,0,1.000,0,0,0,-
2460,2018,로하스,KT,중견수,132,130,1127 2/3,3,0,258,7,0,0.989,0,0,0,-
2461,2018,박경수,KT,2루수,127,122,1016,14,0,283,381,111,0.979,0,0,0,-
2462,2018,황재균,KT,3루수,125,123,1040 1/3,17,0,68,221,32,0.944,0,0,0,-
2463,2018,장성우,KT,포수,122,107,894 2/3,9,0,744,50,5,0.989,17,64,21,24.7
2464,2018,윤석민,KT,1루수,120,115,954 1/3,7,0,881,54,108,0.993,0,0,0,-
2465,2018,심우준,KT,유격수,114,92,793,13,0,174,270,72,0.972,0,0,0,-
2466,2018,유한준,KT,우익수,78,74,606,0,0,119,1,0,1.000,0,0,0,-
2467,2018,박기혁,KT,유격수,73,38,361,3,0,56,124,31,0.984,0,0,0,-
2468,2018,이해창,KT,포수,72,36,353 2/3,2,1,277,31,4,0.994,3,33,11,25.0
2469,2018,강백호,KT,좌익수,71,67,535 1/3,6,0,111,7,1,0.952,0,0,0,-
2470,2018,김재윤,KT,투수,62,0,61,0,0,1,8,1,1.000,0,0,0,-
2471,2018,홍성용,KT,투수,56,0,45,0,0,3,3,0,1.000,0,0,0,-
2472,2018,엄상백,KT,투수,55,0,46 1/3,0,0,3,3,0,1.000,0,0,0,-
2473,2018,오태곤,KT,좌익수,55,39,332,0,0,68,0,0,1.000,0,0,0,-
2474,2018,이종혁,KT,투수,47,0,48 1/3,0,0,4,8,2,1.000,0,0,0,-
2475,2018,주권,KT,투수,46,10,88,0,0,6,11,1,1.000,0,0,0,-
2476,2018,심재민,KT,투수,44,0,41,2,1,1,4,0,0.714,0,0,0,-
2477,2018,이진영,KT,우익수,44,34,271,0,0,50,1,0,1.000,0,0,0,-
2478,2018,고창성,KT,투수,42,0,37 2/3,0,1,2,2,1,1.000,0,0,0,-
2479,2018,오태곤,KT,1루수,42,20,222,1,0,221,18,24,0.996,0,0,0,-
2480,2018,금민철,KT,투수,29,29,156 1/3,1,1,6,16,0,0.957,0,0,0,-
2481,2018,김사율,KT,투수,29,3,45 1/3,0,0,4,4,0,1.000,0,0,0,-
2482,2018,니퍼트,KT,투수,29,28,175 2/3,1,3,10,20,4,0.968,0,0,0,-
2483,2018,류희운,KT,투수,29,2,44,1,0,0,4,1,0.800,0,0,0,-
2484,2018,오태곤,KT,우익수,29,21,176,1,0,41,2,1,0.977,0,0,0,-
2485,2018,정현,KT,2루수,29,10,107,1,0,27,42,8,0.986,0,0,0,-
2486,2018,박기혁,KT,2루수,27,12,131 2/3,1,0,43,47,12,0.989,0,0,0,-
2487,2018,피어밴드,KT,투수,27,26,163 1/3,1,1,6,21,0,0.964,0,0,0,-
2488,2018,심우준,KT,3루수,26,12,128,0,0,10,33,4,1.000,0,0,0,-
2489,2018,고영표,KT,투수,25,23,142,0,1,8,22,4,1.000,0,0,0,-
2490,2018,송민섭,KT,좌익수,25,4,63,0,0,17,1,0,1.000,0,0,0,-
2491,2018,정성곤,KT,투수,24,0,24 1/3,0,0,0,1,0,1.000,0,0,0,-
2492,2018,신병률,KT,투수,21,1,25 2/3,2,0,0,5,0,0.714,0,0,0,-
2493,2018,정현,KT,유격수,20,14,116 1/3,6,0,18,31,5,0.891,0,0,0,-
2494,2018,윤근영,KT,투수,17,0,16 2/3,0,0,0,2,0,1.000,0,0,0,-
2495,2018,정현,KT,3루수,17,4,48 1/3,1,0,6,6,1,0.923,0,0,0,-
2496,2018,황재균,KT,1루수,16,9,92,0,0,101,8,9,1.000,0,0,0,-
2497,2018,송민섭,KT,우익수,14,2,33 2/3,1,0,2,0,0,0.667,0,0,0,-
2498,2018,김지열,KT,우익수,12,4,46 2/3,0,0,17,0,0,1.000,0,0,0,-
2499,2018,오준혁,KT,좌익수,12,3,40,0,0,10,1,0,1.000,0,0,0,-
2500,2018,유한준,KT,중견수,12,10,89 2/3,0,0,11,0,0,1.000,0,0,0,-
2501,2018,홍현빈,KT,좌익수,12,3,39,0,0,7,0,0,1.000,0,0,0,-
2502,2018,로하스,KT,좌익수,11,9,82 2/3,0,0,14,0,0,1.000,0,0,0,-
2503,2018,이상화,KT,투수,11,0,10 1/3,0,0,1,0,0,1.000,0,0,0,-
2504,2018,이준수,KT,포수,11,1,26,0,0,20,1,0,1.000,1,2,0,0.0
2505,2018,오태곤,KT,중견수,10,3,32,0,0,9,0,0,1.000,0,0,0,-
2506,2018,김민,KT,투수,9,9,37 1/3,1,0,3,3,0,0.857,0,0,0,-
2507,2018,배정대,KT,우익수,9,0,21 2/3,0,0,4,0,0,1.000,0,0,0,-
2508,2018,전민수,KT,좌익수,9,6,49,0,0,12,0,0,1.000,0,0,0,-
2509,2018,김태오,KT,투수,8,4,21,0,0,2,2,0,1.000,0,0,0,-
2510,2018,박세진,KT,투수,8,8,30 1/3,0,0,0,6,0,1.000,0,0,0,-
2511,2018,하준호,KT,좌익수,8,4,37,0,0,13,0,0,1.000,0,0,0,-
2512,2018,김진곤,KT,우익수,7,1,25,0,0,3,0,0,1.000,0,0,0,-
2513,2018,오준혁,KT,우익수,7,3,28,1,0,5,0,0,0.833,0,0,0,-
2514,2018,윤석민,KT,3루수,7,4,42 2/3,0,0,2,5,0,1.000,0,0,0,-
